"n","film","revenue","budget","language","popularity","vote.average","vote.count","release.date","genre","certification","genre_txt","year","lustrum","decade","log_budget","log_rev","id"
"183","The Longest Yard",43008075,2900000,"en",6.06,6.7,129,"1974-08-21",35,"R","Comedy",1974,"70-74","70-79",6.46239799789896,7.63355000438653,"4985"
"184","A Woman Under the Influence",0,0,"en",5854,8,188,"1974-09-19",18,"R","Drama",1974,"70-74","70-79",1,1,"29845"
"185","The Texas Chain Saw Massacre",30859000,85000,"en",11941,7.3,1473,"1974-10-01",27,"R","Horror",1974,"70-74","70-79",4.92941892571429,7.48938184844396,"30497"
"186","The Taking of Pelham One Two Three",0,0,"en",6515,7.5,216,"1974-10-02",28,"R","Action",1974,"70-74","70-79",1,1,"8333"
"187","Black Christmas",4053000,620000,"en",5536,6.9,314,"1974-10-11",27,"R","Horror",1974,"70-74","70-79",5.79239168949825,6.60777660374169,"16938"
"188","Airport 1975",4.7e+07,3e+06,"en",7633,5.7,123,"1974-10-18",28,"PG","Action",1974,"70-74","70-79",6.47712125471966,7.67209785793572,"27932"
"189","Phantom of the Paradise",0,0,"en",6462,7.6,283,"1974-10-31",35,"PG","Comedy",1974,"70-74","70-79",1,1,"27327"
"190","The Four Musketeers",0,0,"en",6406,6.5,88,"1974-10-31",28,"PG","Action",1974,"70-74","70-79",1,1,"12310"
"191","The Enigma of Kaspar Hauser",0,0,"de",4868,7.5,140,"1974-11-01",18,"G","Drama",1974,"70-74","70-79",1,1,"11710"
"192","Lenny",0,0,"en",7453,7.4,113,"1974-11-10",18,"R","Drama",1974,"70-74","70-79",1,1,"27094"
"193","Earthquake",79666653,7e+06,"en",7379,5.8,142,"1974-11-15",28,"PG","Action",1974,"70-74","70-79",6.84509804001426,7.90127657172607,"11123"
"194","Murder on the Orient Express",27634716,0,"en",9172,7.1,669,"1974-11-22",18,"PG","Drama",1974,"70-74","70-79",1,7.4414550057274,"4176"
"195","The Man with the Golden Gun",97572000,7e+06,"en",17248,6.5,1022,"1974-12-01",28,"PG","Action",1974,"70-74","70-79",6.84509804001426,7.98932520711214,"682"
"196","Alice Doesnt Live Here Anymore",0,0,"en",8.12,6.9,203,"1974-12-09",35,NA,"Comedy",1974,"70-74","70-79",1,1,"16153"
"197","The Towering Inferno",1.16e+08,1.4e+07,"en",7383,7.1,456,"1974-12-14",28,"PG","Action",1974,"70-74","70-79",7.14612803567824,8.06445798922692,"5919"
"198","Young Frankenstein",86273333,2800000,"en",13288,7.9,1876,"1974-12-15",35,"PG","Comedy",1974,"70-74","70-79",6.44715803134222,7.93587657647241,"3034"
"199","The Godfather Part II",102600000,1.3e+07,"en",17026,8.5,6773,"1974-12-20",80,"R","Crime",1974,"70-74","70-79",7.11394335230684,8.0111473607758,"240"
"200","Two Missionaries",0,0,"it",5557,6.5,129,"1974-12-21",28,"PG","Action",1974,"70-74","70-79",1,1,"11681"
"201","The Stepford Wives",0,0,"en",6961,6.7,149,"1975-02-12",27,"PG","Horror",1975,"75-79","70-79",1,1,"12223"
"202","The Passenger",0,0,"it",6951,7.4,212,"1975-02-28",53,"PG-13","Thriller",1975,"75-79","70-79",1,1,"9652"
"203","Mirror",0,0,"ru",8177,8.2,403,"1975-03-07",18,NA,"Drama",1975,"75-79","70-79",1,1,"1396"
"204","Deep Red",2864091,0,"it",8149,7.9,741,"1975-03-07",27,"R","Horror",1975,"75-79","70-79",1,6.45698681257786,"20126"
"205","That Malicious Age",0,0,"it",15199,5,7,"1975-03-11",18,NA,"Drama",1975,"75-79","70-79",1,1,"288987"
"206","Tommy",34251525,5e+06,"en",6425,6.4,164,"1975-03-19",18,"PG","Drama",1975,"75-79","70-79",6.69897000433602,7.53467991259752,"11326"
"207","Escape to Witch Mountain",2e+07,0,"en",6652,6.4,116,"1975-03-21",12,"G","Adventure",1975,"75-79","70-79",1,7.30102999566398,"14821"
"208","White Collar Blues",0,0,"it",4301,7.9,485,"1975-03-27",35,NA,"Comedy",1975,"75-79","70-79",1,1,"25606"
"209","Fear Over the City",0,0,"fr",4697,7.4,99,"1975-04-09",28,NA,"Action",1975,"75-79","70-79",1,1,"40180"
"210","Death Race 2000",8e+06,3e+05,"en",6476,6.1,230,"1975-04-27",28,"R","Action",1975,"75-79","70-79",5.47712125471966,6.90308998699194,"13282"
"211","French Connection II",12484444,0,"en",5457,6.8,198,"1975-05-18",28,"R","Action",1975,"75-79","70-79",1,7.09636920562939,"10711"
"212","The Return of the Pink Panther",41833347,5e+06,"en",6588,6.9,254,"1975-05-21",9648,"G","Mystery",1975,"75-79","70-79",6.69897000433602,7.62152261297844,"11843"
"213","Monty Python and the Holy Grail",5028948,4e+05,"en",21969,7.8,3472,"1975-05-25",12,"PG","Adventure",1975,"75-79","70-79",5.60205999132796,6.70147714498068,"762"
"214","Love and Death",20173742,3e+06,"en",5109,7.7,443,"1975-06-10",35,"PG","Comedy",1975,"75-79","70-79",6.47712125471966,7.30478646237838,"11686"
"215","Night Moves",0,0,"en",8504,6.6,107,"1975-06-11",80,"R","Crime",1975,"75-79","70-79",1,1,"32042"
"216","Nashville",10,2200000,"en",6883,7.4,179,"1975-06-11",18,"R","Drama",1975,"75-79","70-79",6.34242268082221,1,"3121"
"217","Jaws",470653000,7e+06,"en",21501,7.6,5836,"1975-06-18",12,"PG-13","Adventure",1975,"75-79","70-79",6.84509804001426,8.67270083127921,"578"
"218","Rollerball",3e+07,0,"en",7.04,6.2,230,"1975-06-25",28,"R","Action",1975,"75-79","70-79",1,7.47712125471966,"11484"
"219","The School Teacher",0,0,"it",6182,5.8,16,"1975-07-11",35,"PG","Comedy",1975,"75-79","70-79",1,1,"106909"
"220","Dersu Uzala",0,4e+06,"ru",6469,8.2,200,"1975-08-02",28,"G","Action",1975,"75-79","70-79",6.60205999132796,1,"9764"
"221","Dog Day Afternoon",46665856,1800000,"en",13.97,7.8,1485,"1975-08-11",80,"R","Crime",1975,"75-79","70-79",6.25527250510331,7.66899923657748,"968"
"222","The Rocky Horror Picture Show",112892319,1200000,"en",12758,7.6,1590,"1975-08-14",35,"R","Comedy",1975,"75-79","70-79",6.07918124604763,8.05266439427754,"36685"
"223","My Friends",0,0,"it",7369,8.3,368,"1975-08-15",35,NA,"Comedy",1975,"75-79","70-79",1,1,"20914"
"224","Sholay",0,0,"hi",6309,7.1,129,"1975-08-15",28,"PG","Action",1975,"75-79","70-79",1,1,"12259"
"225","The Beast",0,0,"fr",5149,5.8,71,"1975-08-20",27,"NC-17","Horror",1975,"75-79","70-79",1,1,"44132"
"226","The Story of O",0,0,"fr",5.82,5.7,70,"1975-08-28",18,"NC-17","Drama",1975,"75-79","70-79",1,1,"4561"
"227","Picnic at Hanging Rock",84744,0,"en",6151,7.3,349,"1975-09-02",18,"PG","Drama",1975,"75-79","70-79",1,4.9281089592747,"11020"
"228","Three Days of the Condor",27476252,0,"en",7579,7.3,534,"1975-09-24",53,"R","Thriller",1975,"75-79","70-79",1,7.43895749087908,"11963"
"229","Ilsa She Wolf of the SS",0,0,"en",11614,5,86,"1975-10-01",27,"NR","Horror",1975,"75-79","70-79",1,1,"20850"
"230","The Story of Adele H",0,0,"fr",4217,6.9,69,"1975-10-08",18,"PG","Drama",1975,"75-79","70-79",1,1,"1829"
"231","Shivers",0,179000,"en",6997,6.4,257,"1975-10-10",27,"R","Horror",1975,"75-79","70-79",5.25285303097989,1,"27429"
"232","Rooster Cogburn",8022000,0,"en",6132,6.6,93,"1975-10-17",28,"PG","Action",1975,"75-79","70-79",1,6.90428265764563,"17538"
"233","One Flew Over the Cuckoos Nest",108981275,3e+06,"en",16893,8.4,6297,"1975-11-18",18,"R","Drama",1975,"75-79","70-79",6.47712125471966,8.03735188452079,"510"
"234","A Boy and His Dog",0,0,"en",6492,6.3,174,"1975-11-20",18,"R","Drama",1975,"75-79","70-79",1,1,"4917"
"235","SalÃÂ² or the 120 Days of Sodom",0,0,"it",13807,6.4,813,"1975-11-22",18,"NC-17","Drama",1975,"75-79","70-79",1,1,"5336"
"236","Barry Lyndon",2e+07,1.1e+07,"en",12561,8,1361,"1975-11-26",18,"PG","Drama",1975,"75-79","70-79",7.04139268515823,7.30102999566398,"3175"
"237","The Man Who Would Be King",0,0,"en",7062,7.5,286,"1975-12-03",12,"PG","Adventure",1975,"75-79","70-79",1,1,"983"
"238","Emmanuelle II",0,0,"fr",10341,5.2,40,"1975-12-15",18,"NC-17","Drama",1975,"75-79","70-79",1,1,"28209"
"239","A Genius Two Friends and an Idiot",0,0,"it",5543,6.5,76,"1975-12-16",35,NA,"Comedy",1975,"75-79","70-79",1,1,"10915"
"240","The Irony of Fate or Enjoy Your Bath",0,0,"ru",6656,7.5,87,"1975-12-31",35,NA,"Comedy",1975,"75-79","70-79",1,1,"43430"
"241","A Real Young Girl",0,0,"fr",10.75,5.4,54,"1976-01-01",18,NA,"Drama",1976,"75-79","70-79",1,1,"1631"
"242","Taxi Driver",28262574,1300000,"en",19979,8.2,6295,"1976-02-07",80,"R","Crime",1976,"75-79","70-79",6.11394335230684,7.45121171246972,"103"
"243","Salon Kitty",0,0,"it",6235,5.4,45,"1976-03-02",18,"NR","Drama",1976,"75-79","70-79",1,1,"40394"
"244","The Message",0,0,"en",5797,7.3,154,"1976-03-09",28,"PG","Action",1976,"75-79","70-79",1,1,"26842"
"245","Robin and Marian",0,5e+06,"en",5319,6.6,96,"1976-03-11",28,"PG","Action",1976,"75-79","70-79",6.69897000433602,1,"10786"
"246","The Man Who Fell to Earth",0,1500000,"en",6403,6.6,262,"1976-03-18",18,"R","Drama",1976,"75-79","70-79",6.17609125905568,1,"991"
"247","All the Presidents Men",70600000,8500000,"en",18211,7.8,917,"1976-04-04",18,"PG","Drama",1976,"75-79","70-79",6.92941892571429,7.8488047010518,"891"
"248","Family Plot",7900000,2e+06,"en",6722,6.8,184,"1976-04-09",35,"PG","Comedy",1976,"75-79","70-79",6.30102999566398,6.89762709129044,"5854"
"249","The Second Tragic Fantozzi",0,0,"it",4569,7.6,370,"1976-04-15",35,"PG","Comedy",1976,"75-79","70-79",1,1,"37769"
"250","In the Realm of the Senses",0,0,"ja",10164,6.5,217,"1976-05-15",18,NA,"Drama",1976,"75-79","70-79",1,1,"5879"
"251","The Missouri Breaks",0,0,"en",5.74,6.5,83,"1976-05-19",37,"PG","Western",1976,"75-79","70-79",1,1,"42252"
"252","The Tenant",0,0,"fr",7193,7.7,542,"1976-05-26",14,"R","Fantasy",1976,"75-79","70-79",1,1,"11482"
"253","The Omen",60922980,2800000,"en",13945,7.3,988,"1976-06-06",27,"R","Horror",1976,"75-79","70-79",6.44715803134222,7.78478113835907,"794"
"254","Midway",0,0,"en",9284,6.5,138,"1976-06-18",28,"PG","Action",1976,"75-79","70-79",1,1,"11422"
"255","Murder by Death",32511047,0,"en",7112,7.4,387,"1976-06-23",35,"PG","Comedy",1976,"75-79","70-79",1,7.51203095593109,"6037"
"256","Logans Run",2.5e+07,9e+06,"en",6386,6.6,471,"1976-06-23",28,"PG","Action",1976,"75-79","70-79",6.95424250943933,7.39794000867204,"10803"
"257","The Twelve Tasks of Asterix",0,0,"fr",8773,7.5,631,"1976-06-26",12,"PG","Adventure",1976,"75-79","70-79",1,1,"9385"
"258","The Outlaw Josey Wales",31800000,3700000,"en",10249,7.5,562,"1976-06-30",28,"PG","Action",1976,"75-79","70-79",6.56820172406699,7.50242711998443,"10747"
"259","Bugsy Malone",0,0,"en",6497,6.6,132,"1976-07-22",28,"G","Action",1976,"75-79","70-79",1,1,"8446"
"260","Obsession",0,0,"en",8103,6.6,99,"1976-08-01",18,NA,"Drama",1976,"75-79","70-79",1,1,"4780"
"261","The Shootist",8091910,0,"en",5219,7.3,161,"1976-08-11",28,"PG","Action",1976,"75-79","70-79",1,6.90805104380703,"12584"
"262","Futureworld",0,0,"en",7022,5.8,126,"1976-08-13",28,"PG","Action",1976,"75-79","70-79",1,1,"10640"
"263","1900",0,9e+06,"it",7.08,7.8,258,"1976-09-01",18,"R","Drama",1976,"75-79","70-79",6.95424250943933,1,"3870"
"264","King Kong",90614445,2.3e+07,"en",6615,6.1,399,"1976-09-08",12,"PG","Adventure",1976,"75-79","70-79",7.36172783601759,7.95719743480418,"10730"
"265","Marathon Man",21709020,6500000,"en",8.19,7.4,503,"1976-10-08",53,"R","Thriller",1976,"75-79","70-79",6.81291335664286,7.33664021874697,"10518"
"266","The Wing or the Thigh",0,0,"fr",7.07,7.1,431,"1976-10-27",35,NA,"Comedy",1976,"75-79","70-79",1,1,"761"
"267","Network",23689877,3800000,"en",10781,7.9,839,"1976-11-01",18,"R","Drama",1976,"75-79","70-79",6.57978359661681,7.3745628058321,"10774"
"268","Carrie",33800000,1800000,"en",8177,7.2,2067,"1976-11-03",27,"R","Horror",1976,"75-79","70-79",6.25527250510331,7.52891670027766,"7340"
"269","Assault on Precinct 13",0,150000,"en",6871,7.3,502,"1976-11-05",53,"R","Thriller",1976,"75-79","70-79",5.17609125905568,1,"17814"
"270","Alice Sweet Alice",0,340000,"en",4.77,6.4,115,"1976-11-13",27,"R","Horror",1976,"75-79","70-79",5.53147891704226,1,"23761"
"271","Rocky",117235147,1e+06,"en",16398,7.7,4353,"1976-11-21",18,"PG","Drama",1976,"75-79","70-79",6,8.06905783232915,"1366"
"272","Keoma",0,0,"en",5018,7.1,57,"1976-11-25",28,NA,"Action",1976,"75-79","70-79",1,1,"6609"
"273","Silver Streak",51079064,6500000,"en",6463,6.7,157,"1976-12-03",35,"PG","Comedy",1976,"75-79","70-79",6.81291335664286,7.70824293042067,"11558"
"274","The Pink Panther Strikes Again",33833201,6e+06,"en",7275,6.9,242,"1976-12-15",35,"PG","Comedy",1976,"75-79","70-79",6.77815125038364,7.52934308885719,"12268"
"275","A Star Is Born",8e+07,6e+06,"en",6.13,5.9,98,"1976-12-16",18,"R","Drama",1976,"75-79","70-79",6.77815125038364,7.90308998699194,"19610"
"276","Freaky Friday",0,0,"en",5913,6.1,122,"1976-12-17",35,"G","Comedy",1976,"75-79","70-79",1,1,"16084"
"277","The Enforcer",46236000,9e+06,"en",7346,6.8,424,"1976-12-20",28,"R","Action",1976,"75-79","70-79",6.95424250943933,7.66498025506063,"10649"
"278","The Eagle Has Landed",0,0,"en",6197,6.5,150,"1976-12-24",12,"PG","Adventure",1976,"75-79","70-79",1,1,"11372"
"279","Eaten Alive",0,520000,"en",5707,5.2,82,"1976-12-25",27,NA,"Horror",1976,"75-79","70-79",5.7160033436348,1,"30062"
"280","The Little Girl Who Lives Down the Lane",0,0,"en",5.85,7,139,"1976-12-25",18,"PG","Drama",1976,"75-79","70-79",1,1,"19971"
"281","Pumping Iron",0,1e+06,"en",6558,7.1,255,"1977-01-18",99,"NR","Documentary",1977,"75-79","70-79",6,1,"5205"
"282","Cross of Iron",0,6e+06,"en",6262,6.9,177,"1977-01-29",18,"R","Drama",1977,"75-79","70-79",6.77815125038364,1,"10839"
"283","Suspiria",2884265,0,"it",9.59,7.6,1382,"1977-02-01",27,"R","Horror",1977,"75-79","70-79",1,6.46003515991373,"11906"
"284","Wizards",9e+06,1200000,"en",6617,6.5,95,"1977-02-09",16,"PG","Animation",1977,"75-79","70-79",6.07918124604763,6.95424250943933,"16220"
"285","Slap Shot",2.8e+07,0,"en",7697,7.1,188,"1977-02-25",35,"R","Comedy",1977,"75-79","70-79",1,7.44715803134222,"11590"
"286","The Many Adventures of Winnie the Pooh",0,0,"en",9187,7.2,489,"1977-03-11",16,"G","Animation",1977,"75-79","70-79",1,1,"250480"
"287","Airport 77",3e+07,6e+06,"en",6582,5.7,126,"1977-03-11",28,"PG","Action",1977,"75-79","70-79",6.77815125038364,7.47712125471966,"7227"
"288","Eraserhead",7e+06,1e+05,"en",9989,7.6,1223,"1977-03-19",14,"NR","Fantasy",1977,"75-79","70-79",5,6.84509804001426,"985"
"289","Crime Busters",0,0,"it",8259,7,337,"1977-04-01",28,"PG","Action",1977,"75-79","70-79",1,1,"11689"
"290","3 Women",0,1500000,"en",6766,7.3,127,"1977-04-03",18,"PG","Drama",1977,"75-79","70-79",6.17609125905568,1,"41662"
"291","Rabid",0,530000,"en",8182,6.4,186,"1977-04-08",27,"R","Horror",1977,"75-79","70-79",5.72427586960079,1,"29437"
"292","Annie Hall",38251425,4e+06,"en",13401,7.8,2327,"1977-04-19",35,"PG","Comedy",1977,"75-79","70-79",6.60205999132796,7.5826476187866,"703"
"293","Playing with Love",0,0,"it",27395,5.1,34,"1977-05-17",18,"R","Drama",1977,"75-79","70-79",1,1,"46853"
"294","Star Wars",775398007,1.1e+07,"en",81485,8.2,12998,"1977-05-25",28,"PG","Action",1977,"75-79","70-79",7.04139268515823,8.8895246804086,"11"
"295","Smokey and the Bandit",126737428,4300000,"en",7671,6.8,368,"1977-05-26",28,"PG","Action",1977,"75-79","70-79",6.63346845557959,8.10290488933852,"11006"
"296","A Bridge Too Far",50750000,2.2e+07,"en",8058,7.2,385,"1977-06-15",18,"PG","Drama",1977,"75-79","70-79",7.34242268082221,7.70543604658525,"5902"
"297","Exorcist II The Heretic",30749142,1.4e+07,"en",6528,4.5,302,"1977-06-17",27,"R","Horror",1977,"75-79","70-79",7.14612803567824,7.48783300206707,"11586"
"298","The Deep",0,0,"en",6179,6.2,106,"1977-06-17",9648,"PG","Mystery",1977,"75-79","70-79",1,1,"20416"
"299","New York New York",16400000,1.4e+07,"en",6739,6.6,211,"1977-06-21",18,NA,"Drama",1977,"75-79","70-79",7.14612803567824,7.2148438480477,"12637"
"300","The Rescuers",71215869,1200000,"en",12295,6.8,1526,"1977-06-22",12,"G","Adventure",1977,"75-79","70-79",6.07918124604763,7.85257677806419,"11319"
"301","Sorcerer",9e+06,1.2e+07,"en",6575,7.5,193,"1977-06-24",12,"PG","Adventure",1977,"75-79","70-79",7.07918124604763,6.95424250943933,"38985"
"302","Herbie Goes to Monte Carlo",0,0,"en",5415,5.8,154,"1977-06-24",10749,"G","Romance",1977,"75-79","70-79",1,1,"14140"
"303","The American Friend",0,0,"de",6339,7.1,144,"1977-06-26",18,NA,"Drama",1977,"75-79","70-79",1,1,"11222"
"304","The Spy Who Loved Me",185438673,1.4e+07,"en",14126,6.7,960,"1977-07-07",12,"PG","Adventure",1977,"75-79","70-79",7.14612803567824,8.26820031081732,"691"
"305","Sinbad and the Eye of the Tiger",1.6e+07,3500000,"en",7121,6.5,81,"1977-07-15",28,"G","Action",1977,"75-79","70-79",6.54406804435028,7.20411998265593,"11940"
"306","Orca The Killer Whale",14717854,6e+06,"en",6782,6,167,"1977-07-22",12,"PG","Adventure",1977,"75-79","70-79",6.77815125038364,7.16784449044294,"12707"
"307","The Hills Have Eyes",2.5e+07,230000,"en",5831,6.1,395,"1977-07-22",27,"R","Horror",1977,"75-79","70-79",5.36172783601759,7.39794000867204,"12262"
"308","The Psychic",0,0,"it",5.4,7.2,101,"1977-08-10",27,NA,"Horror",1977,"75-79","70-79",1,1,"27703"
"309","A Special Day",0,0,"it",6778,8.1,297,"1977-08-11",18,NA,"Drama",1977,"75-79","70-79",1,1,"42229"
"310","House",0,0,"ja",5628,7.3,237,"1977-08-26",35,NA,"Comedy",1977,"75-79","70-79",1,1,"25623"
"311","The Duellists",0,9e+05,"en",6539,7.5,227,"1977-08-31",18,"PG","Drama",1977,"75-79","70-79",5.95424250943933,1,"19067"
"312","Emanuelle Around the World",0,0,"it",3523,5.5,19,"1977-09-16",12,"NR","Adventure",1977,"75-79","70-79",1,1,"28325"
"313","Emanuelle and the Last Cannibals",0,0,"it",5525,4.8,38,"1977-10-21",12,"NC-17","Adventure",1977,"75-79","70-79",1,1,"28324"
"314","Petes Dragon",0,1e+07,"en",7381,6.3,405,"1977-11-03",16,"G","Animation",1977,"75-79","70-79",7,1,"11114"
"315","Close Encounters of the Third Kind",303788635,2e+07,"en",23079,7.4,2362,"1977-11-16",18,"PG","Drama",1977,"75-79","70-79",7.30102999566398,8.48257152249217,"840"
"316","The Hobbit",0,3e+06,"en",6744,6.1,142,"1977-11-27",12,"NR","Adventure",1977,"75-79","70-79",6.47712125471966,1,"1362"
"317","Capricorn One",0,5e+06,"en",6656,6.8,219,"1977-12-10",28,"PG","Action",1977,"75-79","70-79",6.69897000433602,1,"11935"
"318","Saturday Night Fever",237113184,3500000,"en",9354,6.7,963,"1977-12-16",35,"R","Comedy",1977,"75-79","70-79",6.54406804435028,8.3749557023513,"11009"
"319","The Gauntlet",26414658,5500000,"en",8296,6.7,235,"1977-12-21",28,"R","Action",1977,"75-79","70-79",6.74036268949424,7.42184499209378,"17689"
"320","High Anxiety",31063038,4015000,"en",6781,6.5,163,"1977-12-25",35,"PG","Comedy",1977,"75-79","70-79",6.6036855496147,7.49224392795774,"12535"
"321","Up in Smoke",41590893,0,"en",7736,6.8,320,"1978-01-01",35,"R","Comedy",1978,"75-79","70-79",1,7.61899824522208,"11455"
"322","Revenge of the Pink Panther",49579269,0,"en",6588,6.6,215,"1978-01-08",28,"PG","Action",1978,"75-79","70-79",1,7.69530011921263,"6081"
"323","The 36th Chamber of Shaolin",0,0,"cn",9397,7.6,160,"1978-02-02",28,"NR","Action",1978,"75-79","70-79",1,1,"11841"
"324","The Inglorious Bastards",0,0,"it",7329,6.3,119,"1978-02-08",35,"R","Comedy",1978,"75-79","70-79",1,1,"22311"
"325","Little Lips",0,0,"it",7.51,6.5,7,"1978-02-08",18,NA,"Drama",1978,"75-79","70-79",1,1,"26550"
"326","Snake in the Eagles Shadow",0,0,"cn",7306,7.3,127,"1978-03-01",28,"PG","Action",1978,"75-79","70-79",1,1,"11537"
"327","Ecce bombo",0,0,"it",4998,7.5,115,"1978-03-08",35,"PG","Comedy",1978,"75-79","70-79",1,1,"48282"
"328","Game of Death",0,1e+07,"cn",10063,6.3,308,"1978-03-23",28,"R","Action",1978,"75-79","70-79",7,1,"13333"
"329","Pretty Baby",0,0,"en",10182,6.5,100,"1978-04-05",18,"R","Drama",1978,"75-79","70-79",1,1,"26973"
"330","The Driver",0,0,"en",6227,7.2,179,"1978-06-08",28,"R","Action",1978,"75-79","70-79",1,1,"2153"
"331","Damien Omen II",26518355,6800000,"en",8338,6.2,321,"1978-06-09",28,"R","Action",1978,"75-79","70-79",6.83250891270624,7.42354658019349,"10766"
"332","Jaws 2",187884007,2e+07,"en",10428,5.9,1029,"1978-06-16",27,"PG","Horror",1978,"75-79","70-79",7.30102999566398,8.27388981380327,"579"
"333","Convoy",22765081,1.2e+07,"en",10375,6.2,150,"1978-06-27",28,"PG","Action",1978,"75-79","70-79",7.07918124604763,7.35726919990186,"9584"
"334","The Wild Geese",0,1e+07,"en",8578,7,123,"1978-07-05",28,"R","Action",1978,"75-79","70-79",7,1,"7010"
"335","Grease",181813770,6e+06,"en",23458,7.4,4450,"1978-07-07",10749,"PG-13","Romance",1978,"75-79","70-79",6.77815125038364,8.2596267722223,"621"
"336","Foul Play",0,4.5e+07,"en",6519,6.3,104,"1978-07-14",35,"PG","Comedy",1978,"75-79","70-79",7.65321251377534,1,"15659"
"337","Animal House",1.41e+08,2700000,"en",8761,7.1,862,"1978-07-27",35,"R","Comedy",1978,"75-79","70-79",6.43136376415899,8.14921911265538,"8469"
"338","Interiors",10400000,1e+07,"en",6709,6.9,184,"1978-08-02",18,"PG","Drama",1978,"75-79","70-79",7,7.01703333929878,"15867"
"339","Eyes of Laura Mars",2e+07,7e+06,"en",6558,5.8,96,"1978-08-02",18,"R","Drama",1978,"75-79","70-79",6.84509804001426,7.30102999566398,"29143"
"340","Piranha",1.6e+07,660000,"en",7217,5.8,279,"1978-08-03",35,"R","Comedy",1978,"75-79","70-79",5.81954393554187,7.20411998265593,"24831"
"341","Midnight Express",3.5e+07,2300000,"en",7.52,7.7,797,"1978-08-31",80,"R","Crime",1978,"75-79","70-79",6.36172783601759,7.54406804435028,"11327"
"342","Dawn of the Dead",5.5e+07,650000,"en",9851,7.5,1094,"1978-09-02",27,"NR","Horror",1978,"75-79","70-79",5.81291335664286,7.74036268949424,"923"
"343","Days of Heaven",0,0,"en",6841,7.6,477,"1978-09-13",18,"PG","Drama",1978,"75-79","70-79",1,1,"16642"
"344","Paradise Alley",7185518,0,"en",6309,5.7,51,"1978-09-22",28,"PG","Action",1978,"75-79","70-79",1,6.85645808164667,"23916"
"345","Attack of the Killer Tomatoes",0,90000,"en",7244,5,137,"1978-10-01",35,"PG","Comedy",1978,"75-79","70-79",4.95424250943933,1,"2182"
