film;revenue;budget;language;popularity;vote average;vote count;log_budget;log_revenue;id;tagline;release date;genre;certification;genre_txt;year;lustrum;decade
Zardoz;0;0;en;6981;6;189;1;1;4923;Into a world of eternal life, he brought the gift of death;6/02/1974;28;R;Action;1974;70-74;70-79
Blazing Saddles;119601481;2600000;en;12336;7.3;1050;6,414973348;8,077736557;11072;Never give a saga an even break!;7/02/1974;35;R;Comedy;1974;70-74;70-79
Herbie Rides Again;0;0;en;6.6;5.9;178;1;1;10869;The Loveable Bug's back doin' his thing!;14/02/1974;35;G;Comedy;1974;70-74;70-79
The Great Gatsby;26533200;6500000;en;7095;6.3;274;6,812913357;7,423789631;11034;Gone is the romance that was so divine;27/03/1974;18;PG;Drama;1974;70-74;70-79
Watch Out, We're Mad;36782781;0;it;6716;7.5;427;1;7,565644561;6916;NA;29/03/1974;28;G;Action;1974;70-74;70-79
Dark Star;0;60000;en;5.94;6.2;230;4,77815125;1;1410;What Do You Say To A Talking Bomb? All Systems Snafu!!!;1/04/1974;35;G;Comedy;1974;70-74;70-79
The Night Porter;0;0;it;5269;7;119;1;1;26648;The Most Controversial Picture of Our Time!;3/04/1974;18;PG;Drama;1974;70-74;70-79
The Sugarland Express;12800000;3,00E+06;en;5782;6.6;165;6,477121255;7,10720997;5121;Every cop in the state was after her. Everybody else was behind her.;5/04/1974;80;PG;Crime;1974;70-74;70-79
Foxy Brown;0;5,00E+05;en;4583;6.6;88;5,698970004;1;22048;A chick with drive who don't take no jive!;5/04/1974;28;NA;Action;1974;70-74;70-79
The Conversation;4420000;1600000;en;7959;7.6;775;6,204119983;6,645422269;592;Harry Caul is an invader of privacy. The best in the business.;7/04/1974;80;PG;Crime;1974;70-74;70-79
Going Places;0;0;fr;7601;7;188;1;1;4031;NA;12/05/1974;35;R;Comedy;1974;70-74;70-79
Thunderbolt and Lightfoot;21700000;0;en;6097;6.8;221;1;7,336459734;8348;Thunderbolt‚Ä¶ the man with the reputation. Lightfoot‚Ä¶ the kid who's about to make one!;23/05/1974;35;R;Comedy;1974;70-74;70-79
Ali: Fear Eats the Soul;0;130000;de;7051;7.8;167;5,113943352;1;216;todos somos ali;5/06/1974;10749;G;Romance;1974;70-74;70-79
Sweet Movie;0;0;en;4816;5.7;62;1;1;1559;NA;12/06/1974;35;NA;Comedy;1974;70-74;70-79
The Parallax View;0;0;en;5.19;6.9;116;1;1;17365;As American as apple pie;14/06/1974;80;R;Crime;1974;70-74;70-79
Chinatown;3,00E+07;6,00E+06;en;12681;7.9;2063;6,77815125;7,477121255;829;You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.;20/06/1974;80;R;Crime;1974;70-74;70-79
Arabian Nights;0;0;it;6794;6.9;83;1;1;47406;A film by Pier Paolo Pasolini;20/06/1974;18;R;Drama;1974;70-74;70-79
Emmanuelle;0;5,00E+05;fr;13654;5.1;143;5,698970004;1;24402;Let's you feel good without feeling bad;25/06/1974;18;NR;Drama;1974;70-74;70-79
Death Wish;2.2e+07;3,00E+06;en;6818;6.9;362;6,477121255;#°VALOR!;13939;Vigilante, city style -- Judge, Jury, and Executioner;24/07/1974;28;R;Action;1974;70-74;70-79
Bring Me the Head of Alfredo Garcia;0;1500000;en;7188;7;160;6,176091259;1;11942;It‚Äôs got guts!;7/08/1974;28;R;Action;1974;70-74;70-79
The Land That Time Forgot;0;1500000;en;7328;5.4;76;6,176091259;1;27085;THE ADVENTURE YOU WILL NEVER FORGET!;13/08/1974;12;PG;Adventure;1974;70-74;70-79
The Longest Yard;43008075;2900000;en;6.06;6.7;129;6,462397998;7,633550004;4985;It's Survival of the Fiercest and Funniest;21/08/1974;35;R;Comedy;1974;70-74;70-79
A Woman Under the Influence;0;0;en;5854;8;188;1;1;29845;NA;19/09/1974;18;R;Drama;1974;70-74;70-79
The Texas Chain Saw Massacre;30859000;85000;en;11941;7.3;1473;4,929418926;7,489381848;30497;Who will survive and what will be left of them?;1/10/1974;27;R;Horror;1974;70-74;70-79
The Taking of Pelham One Two Three;0;0;en;6515;7.5;216;1;1;8333;We are going to kill one passenger a minute until New York City pays us 1 million dollars.;2/10/1974;28;R;Action;1974;70-74;70-79
Black Christmas;4053000;620000;en;5536;6.9;314;5,792391689;6,607776604;16938;If this movie doesn‚Äôt make your skin crawl, it‚Äôs on too tight!;11/10/1974;27;R;Horror;1974;70-74;70-79
Airport 1975;4.7e+07;3,00E+06;en;7633;5.7;123;6,477121255;#°VALOR!;27932;Something hit us... The crew is dead... Help us, please, please help us!;18/10/1974;28;PG;Action;1974;70-74;70-79
Phantom of the Paradise;0;0;en;6462;7.6;283;1;1;27327;The Most Highly Acclaimed Horror Phantasy Of Our Time.;31/10/1974;35;PG;Comedy;1974;70-74;70-79
The Four Musketeers;0;0;en;6406;6.5;88;1;1;12310;What could be better than The Three Musketeers?;31/10/1974;28;PG;Action;1974;70-74;70-79
The Enigma of Kaspar Hauser;0;0;de;4868;7.5;140;1;1;11710;NA;1/11/1974;18;G;Drama;1974;70-74;70-79
Lenny;0;0;en;7453;7.4;113;1;1;27094;Lenny's Time Has Finally Come!;10/11/1974;18;R;Drama;1974;70-74;70-79
Earthquake;79666653;7,00E+06;en;7379;5.8;142;6,84509804;7,901276572;11123;When the big one finally hits L.A.;15/11/1974;28;PG;Action;1974;70-74;70-79
Murder on the Orient Express;27634716;0;en;9172;7.1;669;1;7,441455006;4176;The greatest cast of suspicious characters ever involved in murder.;22/11/1974;18;PG;Drama;1974;70-74;70-79
The Man with the Golden Gun;97572000;7,00E+06;en;17248;6.5;1022;6,84509804;7,989325207;682;The man with the golden gun is ready to assassinate James Bond.;1/12/1974;28;PG;Action;1974;70-74;70-79
Alice Doesn't Live Here Anymore;0;0;en;8.12;6.9;203;1;1;16153;A picture for anyone who has ever dreamed of a second chance!;9/12/1974;35;NA;Comedy;1974;70-74;70-79
The Towering Inferno;1.16e+08;1.4e+07;en;7383;7.1;456;#°VALOR!;#°VALOR!;5919;The world‚Äôs tallest building is on fire. You are there on the 135th floor .¬†.¬†. no way down .¬†.¬†. no way out.;14/12/1974;28;PG;Action;1974;70-74;70-79
Young Frankenstein;86273333;2800000;en;13288;7.9;1876;6,447158031;7,935876576;3034;The scariest comedy of all time!;15/12/1974;35;PG;Comedy;1974;70-74;70-79
The Godfather: Part II;102600000;1.3e+07;en;17026;8.5;6773;#°VALOR!;8,011147361;240;I don't feel I have to wipe everybody out, Tom. Just my enemies.;20/12/1974;80;R;Crime;1974;70-74;70-79
Two Missionaries;0;0;it;5557;6.5;129;1;1;11681;NA;21/12/1974;28;PG;Action;1974;70-74;70-79
The Stepford Wives;0;0;en;6961;6.7;149;1;1;12223;Something strange is happening in the town of Stepford.;12/02/1975;27;PG;Horror;1975;75-79;70-79
The Passenger;0;0;it;6951;7.4;212;1;1;9652;I used to be somebody else...but I traded him in.;28/02/1975;53;PG-13;Thriller;1975;75-79;70-79
Mirror;0;0;ru;8177;8.2;403;1;1;1396;NA;7/03/1975;18;NA;Drama;1975;75-79;70-79
Deep Red;2864091;0;it;8149;7.9;741;1;6,456986813;20126;When the Screaming starts and the Blood begins to flow... Pinch yourself and keep repeating I'M AT THE MOVIES! I'M AT THE MOVIES! I'M AT THE MOVIES! I'M AT THE MOVIES!;7/03/1975;27;R;Horror;1975;75-79;70-79
That Malicious Age;0;0;it;15199;5;7;1;1;288987;NA;11/03/1975;18;NA;Drama;1975;75-79;70-79
Tommy;34251525;5,00E+06;en;6425;6.4;164;6,698970004;7,534679913;11326;Your senses will never be the same.;19/03/1975;18;PG;Drama;1975;75-79;70-79
Escape to Witch Mountain;2,00E+07;0;en;6652;6.4;116;1;7,301029996;14821;Caught in a world where they don't belong... they have one chance to escape!;21/03/1975;12;G;Adventure;1975;75-79;70-79
White Collar Blues;0;0;it;4301;7.9;485;1;1;25606;NA;27/03/1975;35;NA;Comedy;1975;75-79;70-79
Fear Over the City;0;0;fr;4697;7.4;99;1;1;40180;NA;9/04/1975;28;NA;Action;1975;75-79;70-79
Death Race 2000;8,00E+06;3,00E+05;en;6476;6.1;230;5,477121255;6,903089987;13282;A Cross Country Road Wreck!;27/04/1975;28;R;Action;1975;75-79;70-79
French Connection II;12484444;0;en;5457;6.8;198;1;7,096369206;10711;NA;18/05/1975;28;R;Action;1975;75-79;70-79
The Return of the Pink Panther;41833347;5,00E+06;en;6588;6.9;254;6,698970004;7,621522613;11843;NA;21/05/1975;9648;G;Mystery;1975;75-79;70-79
Monty Python and the Holy Grail;5028948;4,00E+05;en;21969;7.8;3472;5,602059991;6,701477145;762;And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.;25/05/1975;12;PG;Adventure;1975;75-79;70-79
Love and Death;20173742;3,00E+06;en;5109;7.7;443;6,477121255;7,304786462;11686;NA;10/06/1975;35;PG;Comedy;1975;75-79;70-79
Night Moves;0;0;en;8504;6.6;107;1;1;32042;Maybe he would find the girl... maybe he would find himself.;11/06/1975;80;R;Crime;1975;75-79;70-79
Nashville;10;2200000;en;6883;7.4;179;6,342422681;1;3121;Wild. Wonderful. Sinful. Laughing. Explosive.;11/06/1975;18;R;Drama;1975;75-79;70-79
Jaws;470653000;7,00E+06;en;21501;7.6;5836;6,84509804;8,672700831;578;Don't go in the water;18/06/1975;12;PG-13;Adventure;1975;75-79;70-79
Rollerball;3,00E+07;0;en;7.04;6.2;230;1;7,477121255;11484;In the not-too-distant future, wars will no longer exist. But there WILL be...The Game;25/06/1975;28;R;Action;1975;75-79;70-79
The School Teacher;0;0;it;6182;5.8;16;1;1;106909;NA;11/07/1975;35;PG;Comedy;1975;75-79;70-79
Dersu Uzala;0;4,00E+06;ru;6469;8.2;200;6,602059991;1;9764;Kurosawa's Academy Award Winning Masterpiece;2/08/1975;28;G;Action;1975;75-79;70-79
Dog Day Afternoon;46665856;1800000;en;13.97;7.8;1485;6,255272505;7,668999237;968;The most bizarre bank siege ever;11/08/1975;80;R;Crime;1975;75-79;70-79
The Rocky Horror Picture Show;112892319;1200000;en;12758;7.6;1590;6,079181246;8,052664394;36685;A different set of jaws;14/08/1975;35;R;Comedy;1975;75-79;70-79
My Friends;0;0;it;7369;8.3;368;1;1;20914;NA;15/08/1975;35;NA;Comedy;1975;75-79;70-79
Sholay;0;0;hi;6309;7.1;129;1;1;12259;The greatest star cast ever assembled.......The greatest story ever told;15/08/1975;28;PG;Action;1975;75-79;70-79
The Beast;0;0;fr;5149;5.8;71;1;1;44132;NA;20/08/1975;27;NC-17;Horror;1975;75-79;70-79
The Story of O;0;0;fr;5.82;5.7;70;1;1;4561;"""O"" is the mistress of all mistresses.";28/08/1975;18;NC-17;Drama;1975;75-79;70-79
Picnic at Hanging Rock;84744;0;en;6151;7.3;349;1;4,928108959;11020;On St. Valentine's Day in 1900 a party of schoolgirls set out to picnic at Hanging Rock ... Some were never to return.;2/09/1975;18;PG;Drama;1975;75-79;70-79
Three Days of the Condor;27476252;0;en;7579;7.3;534;1;7,438957491;11963;His CIA code name is Condor. In the next seventy-two hours almost everyone he trusts will try to kill him.;24/09/1975;53;R;Thriller;1975;75-79;70-79
Ilsa: She Wolf of the SS;0;0;en;11614;5;86;1;1;20850;The most dreaded Nazi of them all!;1/10/1975;27;NR;Horror;1975;75-79;70-79
The Story of Adele H.;0;0;fr;4217;6.9;69;1;1;1829;NA;8/10/1975;18;PG;Drama;1975;75-79;70-79
Shivers;0;179000;en;6997;6.4;257;5,252853031;1;27429;Going mad is just the beginning of the terror ‚Ä¶;10/10/1975;27;R;Horror;1975;75-79;70-79
Rooster Cogburn;8022000;0;en;6132;6.6;93;1;6,904282658;17538;"The man of ""True Grit"" is back and look who's got him!";17/10/1975;28;PG;Action;1975;75-79;70-79
One Flew Over the Cuckoo's Nest;108981275;3,00E+06;en;16893;8.4;6297;6,477121255;8,037351885;510;If he's crazy, what does that make you?;18/11/1975;18;R;Drama;1975;75-79;70-79
A Boy and His Dog;0;0;en;6492;6.3;174;1;1;4917;A rather kinky tale of survival.;20/11/1975;18;R;Drama;1975;75-79;70-79
Sal√É¬≤, or the 120 Days of Sodom;0;0;it;13807;6.4;813;1;1;5336;The final vision of a controversial filmmaker.;22/11/1975;18;NC-17;Drama;1975;75-79;70-79
Barry Lyndon;2,00E+07;1.1e+07;en;12561;8;1361;#°VALOR!;7,301029996;3175;At long last Redmond Barry became a gentleman‚Äîand that was his tragedy.;26/11/1975;18;PG;Drama;1975;75-79;70-79
The Man Who Would Be King;0;0;en;7062;7.5;286;1;1;983;Rudyard Kipling's epic of splendor, spectacle and high adventure at the top of a legendary world.;3/12/1975;12;PG;Adventure;1975;75-79;70-79
Emmanuelle II;0;0;fr;10341;5.2;40;1;1;28209;Nothing is wrong if it feels good;15/12/1975;18;NC-17;Drama;1975;75-79;70-79
A Genius, Two Friends, and an Idiot;0;0;it;5543;6.5;76;1;1;10915;NA;16/12/1975;35;NA;Comedy;1975;75-79;70-79
The Irony of Fate, or Enjoy Your Bath!;0;0;ru;6656;7.5;87;1;1;43430;NA;31/12/1975;35;NA;Comedy;1975;75-79;70-79
A Real Young Girl;0;0;fr;10.75;5.4;54;1;1;1631;A surreal voyage into adolescent sexuality.;1/01/1976;18;NA;Drama;1976;75-79;70-79
Taxi Driver;28262574;1300000;en;19979;8.2;6295;6,113943352;7,451211712;103;On every street in every city, there's a nobody who dreams of being a somebody.;7/02/1976;80;R;Crime;1976;75-79;70-79
Salon Kitty;0;0;it;6235;5.4;45;1;1;40394;Depraved. Decadent. Damned.;2/03/1976;18;NR;Drama;1976;75-79;70-79
The Message;0;0;en;5797;7.3;154;1;1;26842;For the first time... the vast, spectacular drama that changed the world!;9/03/1976;28;PG;Action;1976;75-79;70-79
Robin and Marian;0;5,00E+06;en;5319;6.6;96;6,698970004;1;10786;Love is the greatest adventure of all.;11/03/1976;28;PG;Action;1976;75-79;70-79
The Man Who Fell to Earth;0;1500000;en;6403;6.6;262;6,176091259;1;991;Power, space, time and a visitor.;18/03/1976;18;R;Drama;1976;75-79;70-79
All the President's Men;70600000;8500000;en;18211;7.8;917;6,929418926;7,848804701;891;The most devastating detective story of this century.;4/04/1976;18;PG;Drama;1976;75-79;70-79
Family Plot;7900000;2,00E+06;en;6722;6.8;184;6,301029996;6,897627091;5854;There‚Äôs no body in the family plot.;9/04/1976;35;PG;Comedy;1976;75-79;70-79
The Second Tragic Fantozzi;0;0;it;4569;7.6;370;1;1;37769;NA;15/04/1976;35;PG;Comedy;1976;75-79;70-79
In the Realm of the Senses;0;0;ja;10164;6.5;217;1;1;5879;NA;15/05/1976;18;NA;Drama;1976;75-79;70-79
The Missouri Breaks;0;0;en;5.74;6.5;83;1;1;42252;One Steals, One Kills, One Loves, One Dies;19/05/1976;37;PG;Western;1976;75-79;70-79
The Tenant;0;0;fr;7193;7.7;542;1;1;11482;How could he escape from his nightmares?;26/05/1976;14;R;Fantasy;1976;75-79;70-79
The Omen;60922980;2800000;en;13945;7.3;988;6,447158031;7,784781138;794;It is the greatest mystery of all because no human being will ever solve it.;6/06/1976;27;R;Horror;1976;75-79;70-79
Midway;0;0;en;9284;6.5;138;1;1;11422;A war's defining battle. A nation's defining moment.;18/06/1976;28;PG;Action;1976;75-79;70-79
Murder by Death;32511047;0;en;7112;7.4;387;1;7,512030956;6037;By the time the world's greatest detectives figure out whodunnit... you could die laughing!;23/06/1976;35;PG;Comedy;1976;75-79;70-79
Logan's Run;2.5e+07;9,00E+06;en;6386;6.6;471;6,954242509;#°VALOR!;10803;The only thing you can‚Äôt have in Logan‚Äôs world is your 30th birthday. Unless you run away.;23/06/1976;28;PG;Action;1976;75-79;70-79
The Twelve Tasks of Asterix;0;0;fr;8773;7.5;631;1;1;9385;NA;26/06/1976;12;PG;Adventure;1976;75-79;70-79
The Outlaw Josey Wales;31800000;3700000;en;10249;7.5;562;6,568201724;7,50242712;10747;...an army of one.;30/06/1976;28;PG;Action;1976;75-79;70-79
Bugsy Malone;0;0;en;6497;6.6;132;1;1;8446;Every year brings a great movie. Every decade a great movie musical!;22/07/1976;28;G;Action;1976;75-79;70-79
Obsession;0;0;en;8103;6.6;99;1;1;4780;A bizarre story of love.;1/08/1976;18;NA;Drama;1976;75-79;70-79
The Shootist;8091910;0;en;5219;7.3;161;1;6,908051044;12584;He's got to face a gunfight once more to live up to his legend once more. To win just one more time.;11/08/1976;28;PG;Action;1976;75-79;70-79
Futureworld;0;0;en;7022;5.8;126;1;1;10640;Where the only way to survive is to kill yourself;13/08/1976;28;PG;Action;1976;75-79;70-79
1900;0;9,00E+06;it;7.08;7.8;258;6,954242509;1;3870;From the cradle to the grave - victims of history and change!;1/09/1976;18;R;Drama;1976;75-79;70-79
King Kong;90614445;2.3e+07;en;6615;6.1;399;#°VALOR!;7,957197435;10730;The most exciting original motion picture event of all time.;8/09/1976;12;PG;Adventure;1976;75-79;70-79
Marathon Man;21709020;6500000;en;8.19;7.4;503;6,812913357;7,336640219;10518;One man's dangerous attempts to clear his father's name.;8/10/1976;53;R;Thriller;1976;75-79;70-79
The Wing or the Thigh;0;0;fr;7.07;7.1;431;1;1;761;NA;27/10/1976;35;NA;Comedy;1976;75-79;70-79
Network;23689877;3800000;en;10781;7.9;839;6,579783597;7,374562806;10774;Television will never be the same;1/11/1976;18;R;Drama;1976;75-79;70-79
Carrie;33800000;1800000;en;8177;7.2;2067;6,255272505;7,5289167;7340;If you've got a taste for terror‚Ä¶ take Carrie to the prom.;3/11/1976;27;R;Horror;1976;75-79;70-79
Assault on Precinct 13;0;150000;en;6871;7.3;502;5,176091259;1;17814;L.A.'s deadliest street gang just declared war on the cops.;5/11/1976;53;R;Thriller;1976;75-79;70-79
Alice Sweet Alice;0;340000;en;4.77;6.4;115;5,531478917;1;23761;If you survive this night... nothing will scare you again.;13/11/1976;27;R;Horror;1976;75-79;70-79
Rocky;117235147;1,00E+06;en;16398;7.7;4353;6;8,069057832;1366;His whole life was a million-to-one shot.;21/11/1976;18;PG;Drama;1976;75-79;70-79
Keoma;0;0;en;5018;7.1;57;1;1;6609;Keoma means freedom;25/11/1976;28;NA;Action;1976;75-79;70-79
Silver Streak;51079064;6500000;en;6463;6.7;157;6,812913357;7,70824293;11558;By train, by plane, by the edge of your seat - It's the most hilarious suspense ride of your life!;3/12/1976;35;PG;Comedy;1976;75-79;70-79
The Pink Panther Strikes Again;33833201;6,00E+06;en;7275;6.9;242;6,77815125;7,529343089;12268;Why are the world's chief assassins after Inspector Clouseau? Why not? Everybody else is.;15/12/1976;35;PG;Comedy;1976;75-79;70-79
A Star Is Born;8,00E+07;6,00E+06;en;6.13;5.9;98;6,77815125;7,903089987;19610;For anyone who has ever loved...;16/12/1976;18;R;Drama;1976;75-79;70-79
Freaky Friday;0;0;en;5913;6.1;122;1;1;16084;Annabel and her Mother are not quite themselves today - in fact, they're each other!;17/12/1976;35;G;Comedy;1976;75-79;70-79
The Enforcer;46236000;9,00E+06;en;7346;6.8;424;6,954242509;7,664980255;10649;The dirtiest Harry of them all.;20/12/1976;28;R;Action;1976;75-79;70-79
The Eagle Has Landed;0;0;en;6197;6.5;150;1;1;11372;The daring World War II plot that changed the course of history.;24/12/1976;12;PG;Adventure;1976;75-79;70-79
Eaten Alive;0;520000;en;5707;5.2;82;5,716003344;1;30062;Meet the maniac & his friend;25/12/1976;27;NA;Horror;1976;75-79;70-79
The Little Girl Who Lives Down the Lane;0;0;en;5.85;7;139;1;1;19971;Ask her no questions, she'll tell you no lies. Ask her too many and somebody dies.;25/12/1976;18;PG;Drama;1976;75-79;70-79
Pumping Iron;0;1,00E+06;en;6558;7.1;255;6;1;5205;NA;18/01/1977;99;NR;Documentary;1977;75-79;70-79
Cross of Iron;0;6,00E+06;en;6262;6.9;177;6,77815125;1;10839;Captain Stransky, you are the rest of my platoon;29/01/1977;18;R;Drama;1977;75-79;70-79
Suspiria;2884265;0;it;9.59;7.6;1382;1;6,46003516;11906;The Most Frightening Film You'll Ever See!;1/02/1977;27;R;Horror;1977;75-79;70-79
Wizards;9,00E+06;1200000;en;6617;6.5;95;6,079181246;6,954242509;16220;An epic fantasy of peace and magic.;9/02/1977;16;PG;Animation;1977;75-79;70-79
Slap Shot;2.8e+07;0;en;7697;7.1;188;1;#°VALOR!;11590;Slap Shot out slaps... out swears... out laughs...;25/02/1977;35;R;Comedy;1977;75-79;70-79
The Many Adventures of Winnie the Pooh;0;0;en;9187;7.2;489;1;1;250480;Hip Hip Poohray!;11/03/1977;16;G;Animation;1977;75-79;70-79
Airport '77;3,00E+07;6,00E+06;en;6582;5.7;126;6,77815125;7,477121255;7227;Flight 23 has crashed in the Bermuda Triangle... passengers still alive, trapped underwater...;11/03/1977;28;PG;Action;1977;75-79;70-79
Eraserhead;7,00E+06;1,00E+05;en;9989;7.6;1223;5;6,84509804;985;In Heaven, Everything Is Fine.;19/03/1977;14;NR;Fantasy;1977;75-79;70-79
Crime Busters;0;0;it;8259;7;337;1;1;11689;Hill and Spencer! They're a pair of car-crashing, womanizing, rough-housing loudmouths... and they're the good guys!;1/04/1977;28;PG;Action;1977;75-79;70-79
3 Women;0;1500000;en;6766;7.3;127;6,176091259;1;41662;1 woman became 2, 2 women became 3, 3 women became 1;3/04/1977;18;PG;Drama;1977;75-79;70-79
Rabid;0;530000;en;8182;6.4;186;5,72427587;1;29437;Pray it doesn‚Äôt happen to you.;8/04/1977;27;R;Horror;1977;75-79;70-79
Annie Hall;38251425;4,00E+06;en;13401;7.8;2327;6,602059991;7,582647619;703;A nervous romance.;19/04/1977;35;PG;Comedy;1977;75-79;70-79
Playing with Love;0;0;it;27395;5.1;34;1;1;46853;NA;17/05/1977;18;R;Drama;1977;75-79;70-79
Star Wars;775398007;1.1e+07;en;81485;8.2;12998;#°VALOR!;8,88952468;11;A long time ago in a galaxy far, far away...;25/05/1977;28;PG;Action;1977;75-79;70-79
Smokey and the Bandit;126737428;4300000;en;7671;6.8;368;6,633468456;8,102904889;11006;What we have here is a total lack of respect for the law!;26/05/1977;28;PG;Action;1977;75-79;70-79
