"","film","revenue","budget","language","popularity","vote.average","vote.count","id","tagline","release.date","genre","certification","genre_txt","year","lustrum","decade","log_budget","log_rev"
"539","Fanny and Alexander","6,00E+06","0","sv",6734,7.9,337,"5961",NA,"17/12/1982",14,"R","Fantasy",1982,"80-84","80-89",0.301029995663981,3.08493357493672
"540","The King of Comedy","0","2,00E+07","en",6877,7.7,974,"262","It's No Laughing Matter.","18/12/1982",35,"PG","Comedy",1982,"80-84","80-89",2,0.301029995663981
"541","Videodrome","2120439","5952000","en",7348,7.3,1064,"837","First it controls your mind. Then it destroys your body.","4/02/1983",27,"R","Horror",1983,"80-84","80-89",2.3384564936046,2.70156798505593
"542","My Tutor","22587000","0","en",6135,5.6,30,"2193","School's out...But Bobby's education has just begun","4/03/1983",35,"R","Comedy",1983,"80-84","80-89",0.301029995663981,2.73878055848437
"543","Jaws 3-D","87987055","20500000","en",8016,4.4,654,"17692","A deadly new attraction.","16/03/1983",53,"PG","Thriller",1983,"80-84","80-89",2.09691001300806,3.16849748352303
"544","The Outsiders","33697647","1,00E+07","en",10398,7.3,650,"227","They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.","25/03/1983",80,"PG","Crime",1983,"80-84","80-89",0.698970004336019,2.91750550955255
"545","The Meaning of Life","0","0","en",9688,7.4,1053,"4543","It took God six days to create the earth, and Monty Python just 90 minutes to screw it up.","31/03/1983",35,"R","Comedy",1983,"80-84","80-89",0.301029995663981,0.301029995663981
"546","Flashdance","92921203","4,00E+06","en",7934,6.4,754,"535","She works in a man's world. She dances in the world of her dreams.","14/04/1983",18,"R","Drama",1983,"80-84","80-89",2.24303804868629,3.17897694729317
"547","Lone Wolf McQuade","12232628","5,00E+06","en",8311,6,115,"14854","The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.","15/04/1983",28,"PG","Action",1983,"80-84","80-89",2.30102999566398,2.20139712432045
"548","Nostalgia","0","0","ru",6549,8.1,229,"1394",NA,"1/05/1983",18,NA,"Drama",1983,"80-84","80-89",0.301029995663981,0.301029995663981
"549","Return of the Jedi","572700000","32350000","en",17193,8,9139,"1892","The Empire Falls...","25/05/1983",28,"PG","Action",1983,"80-84","80-89",2.20951501454263,3.07445071895459
"550","Merry Christmas, Mr. Lawrence","0","0","ja",5972,7.5,187,"11948","Java, 1942— A clash of cultures, a test of the human spirit.","28/05/1983",18,"R","Drama",1983,"80-84","80-89",0.301029995663981,0.301029995663981
"551","WarGames","79567667","1.2e+07","en",9462,7.1,967,"860","Is it a game, or is it real?","3/06/1983",53,"PG","Thriller",1983,"80-84","80-89",1.30102999566398,3.14860265480609
"552","Psycho II","34725000","5,00E+06","en",6836,6.3,312,"10576","It's 22 years later, and Norman Bates is finally coming home.","3/06/1983",27,"R","Horror",1983,"80-84","80-89",2.30102999566398,2.92839585225671
"553","Octopussy","187500000","27500000","en",14122,6.3,1007,"700","James Bond’s all time high.","5/06/1983",28,"PG","Action",1983,"80-84","80-89",2.14301480025409,2.61804809671209
"554","Trading Places","90404800","1.5e+07","en",12472,7.1,1775,"1621","They're not just getting rich... They're getting even.","7/06/1983",35,"R","Comedy",1983,"80-84","80-89",1.55630250076729,3.17347764345299
"555","Superman III","75850624","3.9e+07","en",9868,5.4,960,"9531","If the world's most powerful computer can control even Superman...no one on earth is safe.","17/06/1983",35,"PG","Comedy",1983,"80-84","80-89",2.19865708695442,3.13703745478951
"556","Twilight Zone: The Movie","29450919","1,00E+07","en",8923,6.4,373,"15301","You're travelling through another dimension. A dimension, not only of sight and sound, but of mind. A journey into a wondrous land whose boundaries are that of imagination. Next stop, the Twilight Zone!","24/06/1983",18,"PG","Drama",1983,"80-84","80-89",0.698970004336019,2.85853719756964
"557","Porky's II: The Next Day","33759266","6500000","en",5555,5.3,126,"19698","If you thought the night before was funny, wait till you see the next day.","24/06/1983",35,"R","Comedy",1983,"80-84","80-89",2.37291200297011,2.91803033678488
"558","Staying Alive","64892670","2.2e+07","en",6594,5.4,228,"10805","Tony Manero knows the old days are over – But nobody's gonna tell him he can't feel that good again","11/07/1983",18,"PG","Drama",1983,"80-84","80-89",2.02938377768521,3.10174707394637
"559","Zelig","11798616","0","en",6358,7.6,470,"11030","You wanted more when it was all over!","15/07/1983",35,"PG","Comedy",1983,"80-84","80-89",0.301029995663981,2.11058971029925
"560","National Lampoon's Vacation","61399552","1.5e+07","en",10667,7.1,777,"11153","Every summer Chevy Chase takes his family on a little trip. This year he went too far.","28/07/1983",35,"R","Comedy",1983,"80-84","80-89",1.55630250076729,3.09236969962912
"561","Private School","0","0","en",5623,5.4,62,"18835","You won't believe what goes on and what comes off in... Private School","29/07/1983",35,"R","Comedy",1983,"80-84","80-89",0.301029995663981,0.301029995663981
"562","Risky Business","63541777","6200000","en",8857,6.6,651,"9346","Time of your life, Huh Kid.","5/08/1983",35,"R","Comedy",1983,"80-84","80-89",2.3654879848909,3.09864372581706
"563","Cujo","21200000","5,00E+06","en",6778,6,466,"10489","Now there's a new name for terror...","10/08/1983",27,"R","Horror",1983,"80-84","80-89",2.30102999566398,2.69983772586725
"564","Never Say Never Again","1.6e+08","3.6e+07","en",12753,6.1,708,"36670","Sean Connery is James Bond 007","7/10/1983",28,"PG","Action",1983,"80-84","80-89",2.18752072083646,1.30102999566398
"565","The Key","0","0","it",15.38,5,128,"28468",NA,"18/10/1983",18,"R","Drama",1983,"80-84","80-89",0.301029995663981,0.301029995663981
"566","Mickey's Christmas Carol","2.1e+07","3,00E+06","en",8487,7.6,469,"14813","He's back! Mickey Mouse - in his first new motion picture in 30 years","19/10/1983",10751,"G","Family",1983,"80-84","80-89",2.16136800223497,2.65030752313194
"567","The Right Stuff","21500000","2.7e+07","en",8602,7.5,456,"9549","How the future began.","20/10/1983",18,"PG","Drama",1983,"80-84","80-89",2.07918124604762,2.70926996097583
"568","Rumble Fish","2494480","1,00E+07","en",7806,7.2,320,"232","Rusty James can't live up to his brother's reputation. His brother can't live it down.","20/10/1983",28,"R","Action",1983,"80-84","80-89",0.698970004336019,2.79169064902012
"569","The Dead Zone","20766616","1,00E+07","en",8.77,7.1,711,"11336","In his mind, he has the power to see the future. In his hands, he has the power to change it.","21/10/1983",27,"R","Horror",1983,"80-84","80-89",0.698970004336019,2.68484536164441
"570","Michael Jackson's Thriller","0","1100000","en",5516,8.1,273,"92060",NA,"14/11/1983",27,NA,"Horror",1983,"80-84","80-89",1.7481880270062,0.301029995663981
"571","A Christmas Story","19294144","0","en",10433,7.4,686,"850","Peace, Harmony, Comfort and Joy... Maybe Next Year.","18/11/1983",35,"PG","Comedy",1983,"80-84","80-89",0.301029995663981,2.63346845557959
"572","Yentl","30400000","1.2e+07","en",7735,6.6,110,"10269","In a time when the world of study belonged only to men, there lived a girl who dared to ask why?","18/11/1983",18,"PG","Drama",1983,"80-84","80-89",1.30102999566398,2.87794695162919
"573","Sleepaway Camp","1.1e+07","350000","en",6135,6.2,272,"13567","…you won't be coming home!","18/11/1983",27,"R","Horror",1983,"80-84","80-89",2.22271647114758,0.903089986991944
"574","Terms of Endearment","0","8,00E+06","en",9066,7.1,389,"11050","Come to laugh, come to cry, come to care, come to terms.","20/11/1983",35,"PG","Comedy",1983,"80-84","80-89",2.41329976408125,0.301029995663981
"575","The ComDads","0","0","fr",14598,6.5,205,"10484",NA,"23/11/1983",35,NA,"Comedy",1983,"80-84","80-89",0.301029995663981,0.301029995663981
"576","The Day After","0","0","en",8204,6.9,178,"7012","They told us it would be impossible to make this movie. They told us it would be impossible for you to watch it. We hope nothing is impossible.","28/11/1983",18,NA,"Drama",1983,"80-84","80-89",0.301029995663981,0.301029995663981
"577","Sudden Impact","67642693","2.2e+07","en",9477,6.6,430,"10650","Dirty Harry is at it again","7/12/1983",80,"R","Crime",1983,"80-84","80-89",2.02938377768521,3.1102529173534
"578","Scarface","66023329","2.5e+07","en",17131,8.1,6310,"111","The world is yours...","8/12/1983",28,"R","Action",1983,"80-84","80-89",2.06445798922692,3.10585067438514
"579","Christine","21200000","0","en",9245,6.7,921,"8769","How do you kill something that can't possibly be alive?","8/12/1983",27,"R","Horror",1983,"80-84","80-89",0.301029995663981,2.69983772586725
"580","Project A","0","0","cn",7847,7.2,176,"21519","Rip-roaring adventure on the old China Coast.","22/12/1983",28,"PG-13","Action",1983,"80-84","80-89",0.301029995663981,0.301029995663981
"581","Beverly Hills Cop","316360478","1.5e+07","en",15276,7.1,2173,"90","The Heat Is On!","25/01/1984",28,"R","Action",1984,"80-84","80-89",1.55630250076729,2.89209460269048
"582","Footloose","80035402","8200000","en",8592,6.6,1143,"1788","The music is on his side.","17/02/1984",18,"PG","Drama",1984,"80-84","80-89",2.42488163663107,3.15167623084705
"583","Repo Man","2300000","1500000","en",6.08,6.7,281,"13820","It’s 4 a.m. Do you know where your car is?","20/02/1984",35,"R","Comedy",1984,"80-84","80-89",1.90848501887865,2.74973631556906
"584","Splash","69821334","8,00E+06","en",8253,6.2,706,"2619","Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!","9/03/1984",35,"PG","Comedy",1984,"80-84","80-89",2.41329976408125,3.11594317693906
"585","Children of the Corn","1.4e+07","8,00E+05","en",7.9,5.7,489,"10823","In their world adults are not allowed... to live.","9/03/1984",27,"R","Horror",1984,"80-84","80-89",2.41161970596323,1.14612803567824
"586","NausicaÃ¤ of the Valley of the Wind","3301446","1,00E+06","ja",19491,7.9,1681,"81","A young girl's love called forth miracles…","11/03/1984",12,"PG","Adventure",1984,"80-84","80-89",0.602059991327962,2.90902085421116
"587","Police Academy","146198896","4500000","en",13309,6.6,1379,"9336","What an Institution!","22/03/1984",35,"R","Comedy",1984,"80-84","80-89",2.28555730900777,2.42488163663107
"588","Romancing the Stone","86572238","1,00E+07","en",9268,6.7,949,"9326","She's a girl from the big city. He's a reckless soldier of fortune. For a fabulous treasure, they share an adventure no one could imagine... or survive.","30/03/1984",28,"PG","Action",1984,"80-84","80-89",0.698970004336019,3.16613397030511
"589","Greystoke: The Legend of Tarzan, Lord of the Apes","45858563","0","en",7017,6.2,236,"11002",NA,"30/03/1984",28,"PG","Action",1984,"80-84","80-89",0.301029995663981,3.02242837118549
"590","The NeverEnding Story","20158808","2.7e+07","en",13928,7.2,2252,"34584","A boy who needs a friend finds a world that needs a hero in a land beyond imagination!","5/04/1984",18,"PG","Drama",1984,"80-84","80-89",2.07918124604762,2.66558099101795
"591","Friday the 13th: The Final Chapter","32980880","2600000","en",8.5,5.9,590,"9730","Jason's Back, and this is the one you've been screaming for.","13/04/1984",27,"R","Horror",1984,"80-84","80-89",2.13353890837022,2.90848501887865
"592","Sixteen Candles","23686027","6500000","en",18192,6.8,1249,"15144","When you're just sixteen anything can happen!","4/05/1984",35,"PG","Comedy",1984,"80-84","80-89",2.37291200297011,2.76715586608218
"593","This Is Spinal Tap","4736202","2500000","en",12912,7.6,805,"11031","Prepare to crank those amps up to eleven","4/05/1984",35,"R","Comedy",1984,"80-84","80-89",2.12710479836481,3.02978947083186
"594","The Natural","47951979","2.8e+07","en",6877,7,305,"11393","He lived for a dream that wouldn't die.","11/05/1984",18,"PG","Drama",1984,"80-84","80-89",2.08278537031645,3.03302144468291
"595","Paris, Texas","2181987","1746964","en",7341,8.1,689,"655","A place for dreams. A place for heartbreak. A place to pick up the pieces.","19/05/1984",18,"R","Drama",1984,"80-84","80-89",1.93951925261862,2.72098574415374
"596","Once Upon a Time in America","5300000","2,00E+07","en",15373,8.4,2683,"311","Crime, passion and lust for power.","23/05/1984",18,"R","Drama",1984,"80-84","80-89",2,3.05994188806195
"597","Indiana Jones and the Temple of Doom","3.33e+08","2.8e+07","en",13731,7.2,5527,"87","If adventure has a name... it must be Indiana Jones.","23/05/1984",12,"PG","Adventure",1984,"80-84","80-89",2.08278537031645,2.86805636182304
"598","Star Trek III: The Search for Spock","8.7e+07","1.8e+07","en",7181,6.6,739,"157","A dying planet. A fight for life.","1/06/1984",878,"PG","Science Fiction",1984,"80-84","80-89",1.69019608002851,3.15136985024746
"599","Gremlins","153083102","1.1e+07","en",16121,7.1,3831,"927","Don't get him wet, keep him out of bright light, and never feed him after midnight.","7/06/1984",14,"PG","Fantasy",1984,"80-84","80-89",1.17609125905568,2.46834733041216
"600","Ghostbusters","295212467","3,00E+07","en",17725,7.4,5302,"620","They ain't afraid of no ghost.","8/06/1984",35,"PG","Comedy",1984,"80-84","80-89",2.16435285578444,2.85973856619715
"601","Top Secret!","20458340","9,00E+06","en",9292,7,522,"8764","Don't tell anyone.","8/06/1984",35,"PG","Comedy",1984,"80-84","80-89",2.44404479591808,2.67486114073781
"602","The Karate Kid","90815558","8,00E+06","en",13969,7,2024,"1885","Only the 'Old One' could teach him the secrets of the masters.","22/06/1984",18,"PG","Drama",1984,"80-84","80-89",2.41329976408125,3.17464119266045
"603","Bachelor Party","38435947","6,00E+06","en",8819,6,308,"12309","A man's tradition every woman should know about.","29/06/1984",35,"R","Comedy",1984,"80-84","80-89",2.34242268082221,2.97220283837906
"604","Cannonball Run II","28078073","0","en",6867,5.4,149,"11950","The popcorn's in the lobby. The nuts are on the screen.","29/06/1984",28,"PG","Action",1984,"80-84","80-89",0.301029995663981,2.83569057149243
"605","Conan the Destroyer","31042035","1.8e+07","en",9.73,6,780,"9610","The most powerful legend of all is back in a new adventure.","29/06/1984",12,"PG","Adventure",1984,"80-84","80-89",1.69019608002851,2.88536122003151
"606","The Last Starfighter","28733290","1.5e+07","en",8392,6.5,382,"11884","He didn't find his dreams... his dreams found him.","13/07/1984",28,"PG","Action",1984,"80-84","80-89",1.55630250076729,2.84633711212981
"607","Revenge of the Nerds","0","0","en",7258,6.5,388,"14052","The time has come for REVENGE OF THE NERDS","20/07/1984",35,"R","Comedy",1984,"80-84","80-89",0.301029995663981,0.301029995663981
"608","Red Dawn","38376497","1.7e+07","en",7247,6.3,393,"1880","In our time, no foreign army has ever occupied American soil. Until now.","10/08/1984",28,"PG-13","Action",1984,"80-84","80-89",1.65321251377534,2.97127584873811
"609","Sheena","5778353","2.5e+07","en",5375,5.3,59,"24264","Part animal. Part legend. All woman.","17/08/1984",28,"PG","Action",1984,"80-84","80-89",2.06445798922692,3.07700432679335
"610","Amadeus","51973029","1.8e+07","en",15237,8,2356,"279","...Everything you've heard is true","6/09/1984",18,"R","Drama",1984,"80-84","80-89",1.69019608002851,3.05461305455689
"611","Blood Simple","3851855","1500000","en",7765,7.4,636,"11368","Breaking up is hard to do.","7/09/1984",80,"R","Crime",1984,"80-84","80-89",1.90848501887865,2.97266559226611
"612","Nineteen Eighty-Four","0","0","en",7.6,6.9,707,"9314","George Orwell's Terrifying Vision Comes To The Screen.","10/10/1984",18,"R","Drama",1984,"80-84","80-89",0.301029995663981,0.301029995663981
"613","Double Trouble","0","0","it",6695,6.9,282,"8833",NA,"19/10/1984",28,"PG","Action",1984,"80-84","80-89",0.301029995663981,0.301029995663981
"614","The Terminator","78371200","6400000","en",25.14,7.5,7847,"218","Your future is in his hands.","26/10/1984",28,"R","Action",1984,"80-84","80-89",2.36735592102602,3.14363923527454
"615","The Killing Fields","34700291","14400000","en",6544,7.6,347,"625","Here, only the silent survive.","2/11/1984",18,"R","Drama",1984,"80-84","80-89",1.89209460269048,2.92737036303902
"616","A Nightmare on Elm Street","25504513","1800000","en",17244,7.3,2830,"377","If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!","14/11/1984",27,"R","Horror",1984,"80-84","80-89",1.96378782734556,2.80071707828239
"617","The Ewok Adventure","0","3,00E+06","en",8437,5.5,116,"1884","You'll live the adventure... You'll love it's heroes.","25/11/1984",12,NA,"Adventure",1984,"80-84","80-89",2.16136800223497,0.301029995663981
"618","2010","40400657","2.8e+07","en",9113,6.7,500,"4437","In the very near future a small group of Americans and Russians set out on the greatest adventure of them all …. To see if there is life beyond the stars.","6/12/1984",878,"PG","Science Fiction",1984,"80-84","80-89",2.08278537031645,2.98811284026835
"619","Starman","28744356","2.2e+07","en",6165,6.8,410,"9663","In 1977 Voyager II was launched into space, inviting all lifeforms in the universe to visit our planet. Get ready. Company's coming.","13/12/1984",10749,"PG","Romance",1984,"80-84","80-89",2.02938377768521,2.84695532501982
"620","Dune","30925690","4,00E+07","en",12486,6.4,1177,"841","A world beyond your experience, beyond your imagination.","14/12/1984",28,"PG-13","Action",1984,"80-84","80-89",2.24551266781415,2.8842287696326
"621","Witness","68706993","1.2e+07","en",7063,7.1,800,"9281","A big city cop. A small country boy. They have nothing in common... but a murder.","8/02/1985",80,"R","Crime",1985,"85-89","80-89",1.30102999566398,3.11327469246435
"622","The Breakfast Club","51525171","1,00E+06","en",15229,7.8,4992,"2108","They only met once, but it changed their lives forever.","15/02/1985",35,"R","Comedy",1985,"85-89","80-89",0.602059991327962,3.05230909964732
"623","Brazil","0","1.5e+07","en",13399,7.7,1852,"68","It's only a state of mind.","20/02/1985",35,"R","Comedy",1985,"85-89","80-89",1.55630250076729,0.301029995663981
"624","Porky's 3: Revenge","20518905","9,00E+06","en",7308,5.1,104,"23919","The final conflict","22/03/1985",35,"R","Comedy",1985,"85-89","80-89",2.44404479591808,2.67760695272049
"625","Friday the 13th: A New Beginning","21930418","2200000","en",8.49,5.1,511,"9731","A New Beginning to the first step in terror.","22/03/1985",27,"R","Horror",1985,"85-89","80-89",2.10380372095596,2.72345567203519
"626","Ladyhawke","18432000","2,00E+07","en",8092,7,638,"526","No force in Heaven will release them. No power on Earth can save them.","27/03/1985",12,"PG-13","Adventure",1985,"85-89","80-89",2,2.60638136511061
"627","Police Academy 2: Their First Assignment","55600000","7600000","en",11142,6,776,"10157","To protect, to serve... and make you laugh. America's funniest crimebusters are back!","28/03/1985",35,"PG-13","Comedy",1985,"85-89","80-89",2.40654018043396,3.06892761168207
"628","Red Sonja","6948633","17900000","en",8349,5.2,421,"9626","A woman and a warrior that became a legend.","9/04/1985",28,"PG-13","Action",1985,"85-89","80-89",1.95904139232109,3.1152775913959
"629","Girls Just Want to Have Fun","0","0","en",14304,6.3,83,"16263","Getting into trouble is easy but getting out of it is all the fun!","12/04/1985",35,"PG","Comedy",1985,"85-89","80-89",0.301029995663981,0.301029995663981
"630","The Return of the Living Dead","14237880","4,00E+06","en",9152,7.3,563,"10925","They're Back From The Grave and Ready To Party!","25/04/1985",35,"R","Comedy",1985,"85-89","80-89",2.24303804868629,2.40823996531185
"631","Rambo: First Blood Part II","300400432","4.4e+07","en",15045,6.5,1960,"1369","What most people call hell, he calls home.","21/05/1985",28,"R","Action",1985,"85-89","80-89",2.25285303097989,2.87157293554588
"632","A View to a Kill","152427960","3,00E+07","en",13452,6.2,977,"707","Has James Bond finally met his match?","24/05/1985",28,"PG","Action",1985,"85-89","80-89",2.16435285578444,2.46389298898591
"633","Ran","4069653","11500000","ja",10333,8.1,699,"11645","The Greatest Shakespeare Film","1/06/1985",28,"R","Action",1985,"85-89","80-89",1.77085201164214,2.98989456371877
"634","The Goonies","61503218","1.9e+07","en",14224,7.5,3311,"9340","The pirates map, The villainous crooks, The underground caverns, The booby traps, The skeletons, The monster, The lost treasure, and the magic that is… THE GOONIES.","7/06/1985",12,"PG","Adventure",1985,"85-89","80-89",1.70757017609794,3.09307130637606
"635","Cocoon","85313124","0","en",7693,6.5,671,"10328","Beyond the innocence of youth, and the wisdom of age, lies the wonder of... Cocoon","21/06/1985",878,"PG-13","Science Fiction",1985,"85-89","80-89",0.301029995663981,3.16375752398196
"636","Pale Rider","41410568","0","en",8069,7.1,505,"8879","... and hell followed with him.","28/06/1985",37,"R","Western",1985,"85-89","80-89",0.301029995663981,2.99387691494121
"637","Mad Max Beyond Thunderdome","36230219","1,00E+07","en",13994,6.1,1512,"9355","Two men enter. One man leaves.","29/06/1985",28,"PG-13","Action",1985,"85-89","80-89",0.698970004336019,2.94792361983173
"638","Come and See","0","0","ru",9615,8.3,415,"25237","A RELENTLESS MASTERPIECE...","1/07/1985",18,"NR","Drama",1985,"85-89","80-89",0.301029995663981,0.301029995663981
"639","Back to the Future","381109762","1.9e+07","en",26943,8.3,12421,"105","He's the only kid ever to get into trouble before he was born.","3/07/1985",12,"PG","Adventure",1985,"85-89","80-89",1.70757017609794,2.96754797621886
"640","Silverado","0","2.6e+07","en",7.96,7.1,312,"11509","Four strangers become friends. Four friends become heros. On the road to...","10/07/1985",28,"PG-13","Action",1985,"85-89","80-89",2.07188200730613,0.301029995663981
"641","Legend","15502112","24500000","en",10893,6.2,600,"11976","There may never be another dawn.","19/07/1985",12,"PG","Adventure",1985,"85-89","80-89",2.12057393120585,2.4814426285023
"642","The Black Cauldron","21288692","2.5e+07","en",11439,6.5,634,"10957","Hidden by darkness. Guarded by witches. Discovered by a boy. Stolen by a king. Whoever owns it will rule the world. Or destroy it.","24/07/1985",12,"PG","Adventure",1985,"85-89","80-89",2.06445798922692,2.70329137811866
"643","National Lampoon's European Vacation","49364621","0","en",7446,6.1,441,"11418","For over two thousand years, Europe has survived many great disasters. Now for the real test. Chevy Chase & his family are coming from America!","25/07/1985",12,"PG-13","Adventure",1985,"85-89","80-89",0.301029995663981,3.03941411917614
"644","Fright Night","24922237","9,00E+06","en",9398,7,609,"11797","There are some very good reasons to be afraid of the dark.","2/08/1985",27,"R","Horror",1985,"85-89","80-89",2.44404479591808,2.79098847508882
"645","Teen Wolf","33086611","0","en",8623,6.1,569,"11824","He always wanted to be special... but he never expected this!","23/08/1985",35,"PG","Comedy",1985,"85-89","80-89",0.301029995663981,2.91009054559407
"646","After Hours","10609321","4500000","en",7801,7.5,606,"10843","When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!","13/09/1985",35,"R","Comedy",1985,"85-89","80-89",2.28555730900777,1.81954393554187
"647","Commando","57500000","1,00E+07","en",12736,6.6,1473,"10999","Somewhere... somehow... someone's going to pay.","3/10/1985",28,"R","Action",1985,"85-89","80-89",0.698970004336019,3.07591176148278
"648","Re-Animator","2023414","9,00E+05","en",7802,7.1,578,"1694","Herbert West has a good head on his shoulders... and another on his desk.","18/10/1985",35,"NR","Comedy",1985,"85-89","80-89",2.44247976906445,2.66931688056611
"649","A Nightmare on Elm Street Part 2: Freddy's Revenge","29999213","3,00E+06","en",10771,5.8,901,"10014","Someone is coming back to Elm Street!","31/10/1985",27,"R","Horror",1985,"85-89","80-89",2.16136800223497,2.86569605991607
"650","Rocky IV","300473716","3.1e+07","en",12799,6.9,2375,"1374","He's facing the ultimate challenge. And fighting for his life.","21/11/1985",18,"PG","Drama",1985,"85-89","80-89",2.17026171539496,2.87215627274829
"651","Ewoks: The Battle for Endor","0","0","en",9404,5.2,109,"10372","An adventure on a world beyond the stars.","24/11/1985",12,NA,"Adventure",1985,"85-89","80-89",0.301029995663981,0.301029995663981
"652","The Jewel of the Nile","96773200","2.5e+07","en",9634,6.2,586,"10303","They're back again...and romancing a brand new stone.","4/12/1985",28,"PG","Action",1985,"85-89","80-89",2.06445798922692,3.18610837981321
"653","Spies Like Us","60088980","2.2e+07","en",7876,6.1,316,"9080","With spies like these who needs enemies?","6/12/1985",12,"PG","Adventure",1985,"85-89","80-89",2.02938377768521,3.08635983067475
"654","Enemy Mine","12303411","4,00E+07","en",7722,6.8,467,"11864","Enemies because they were taught to be. Survivors because they had to be.","12/12/1985",18,"PG-13","Drama",1985,"85-89","80-89",2.24551266781415,2.22010808804005
"655","Miami Supercops","0","0","it",7219,6.5,220,"10295",NA,"12/12/1985",28,"PG-13","Action",1985,"85-89","80-89",0.301029995663981,0.301029995663981
"656","Clue","14643997","1.5e+07","en",8623,7.3,762,"15196","Seven Suspects, Six Weapons, Five Bodies and Three Endings.","13/12/1985",35,"PG","Comedy",1985,"85-89","80-89",1.55630250076729,2.42813479402879
"657","A Room with a View","20966644","3,00E+06","en",7107,7,373,"11257",NA,"13/12/1985",18,"R","Drama",1985,"85-89","80-89",2.16136800223497,2.69019608002851
"658","Police Story","0","0","cn",9.21,7.4,317,"9056","You may know the name, but the game has changed.","14/12/1985",28,"PG-13","Action",1985,"85-89","80-89",0.301029995663981,0.301029995663981
"659","The Color Purple","146292009","1.5e+07","en",8831,7.8,852,"873","It's about life. It's about love. It's about us.","18/12/1985",18,"PG-13","Drama",1985,"85-89","80-89",1.55630250076729,2.42651126136458
"660","Out of Africa","128499205","3.1e+07","en",8697,7.3,722,"606","Based on a true story.","20/12/1985",36,"PG","History",1985,"85-89","80-89",2.17026171539496,2.29225607135648
"661","Hannah and Her Sisters","40084041","6400000","en",7828,7.6,523,"5143",NA,"7/02/1986",35,"PG-13","Comedy",1986,"85-89","80-89",2.36735592102602,2.98677173426624
"662","F/X","20603715","0","en",6499,6.4,173,"9873","Murder by Illusion","7/02/1986",28,"R","Action",1986,"85-89","80-89",0.301029995663981,2.68033551341456
"663","Nine 1/2 Weeks","6735922","1.7e+07","en",10858,6,444,"10068","They Broke Every Rule","14/02/1986",18,"R","Drama",1986,"85-89","80-89",1.65321251377534,3.10957854690439
"664","The Hitcher","5844868","6,00E+06","en",7633,7,412,"9542","Never pick-up a stranger.","21/02/1986",27,"R","Horror",1986,"85-89","80-89",2.34242268082221,3.07845681805329
"665","Lady of the Night","0","0","it",7596,5.1,10,"244908",NA,"27/02/1986",18,"PG-13","Drama",1986,"85-89","80-89",0.301029995663981,0.301029995663981
"666","Highlander","5900000","1.6e+07","en",11605,6.9,1366,"8009","There can be only one.","7/03/1986",28,"R","Action",1986,"85-89","80-89",1.60205999132796,3.08206693428511
"667","The Money Pit","54999651","1,00E+07","en",8888,6.4,573,"10466","For everyone who's ever been deeply in Love or deeply in debt.","15/03/1986",35,"PG","Comedy",1986,"85-89","80-89",0.698970004336019,3.066698550423
"668","Police Academy 3: Back in Training","43579163","0","en",9396,5.7,630,"12118","Run for cover!","20/03/1986",35,"PG","Comedy",1986,"85-89","80-89",0.301029995663981,3.00902574208691
"669","Cobra","49042224","2.5e+07","en",9079,5.8,849,"9874","Crime is a disease. Meet the cure.","21/03/1986",28,"R","Action",1986,"85-89","80-89",2.06445798922692,3.03822263836872
"670","Short Circuit","40697761","1,00E+07","en",9.09,6.5,884,"2605","Something wonderful has happened... No. 5 is alive!","9/05/1986",35,"PG","Comedy",1986,"85-89","80-89",0.698970004336019,2.9903388547876
"671","Top Gun","356830601","1.5e+07","en",13892,6.9,3618,"744","Up there with the best of the best.","16/05/1986",28,"PG","Action",1986,"85-89","80-89",1.55630250076729,2.94200805302231
"672","Big Trouble in Little China","1.1e+07","2.5e+07","en",12256,7.2,1559,"6978","Adventure doesn't come any bigger!","30/05/1986",28,"PG-13","Action",1986,"85-89","80-89",2.06445798922692,0.903089986991944
"673","Raw Deal","16209459","8500000","en",6921,5.7,358,"2099","His trigger has all the answers.","6/06/1986",28,"R","Action",1986,"85-89","80-89",2.4345689040342,2.51851393987789
"674","Ferris Bueller's Day Off","70136369","6,00E+06","en",14228,7.6,2781,"9377","One man's struggle to take it easy.","11/06/1986",35,"PG-13","Comedy",1986,"85-89","80-89",2.34242268082221,3.11925588927794
"675","The Karate Kid Part II","115103979","1.3e+07","en",9166,6.1,1015,"8856","This time, the combat is real.","18/06/1986",28,"PG","Action",1986,"85-89","80-89",1.43136376415899,2.02530586526477
"676","Labyrinth","12729917","2.5e+07","en",13902,7.2,1264,"13597","Where everything seems possible and nothing is what it seems.","27/06/1986",12,"PG","Adventure",1986,"85-89","80-89",2.06445798922692,2.27646180417324
"677","The Great Mouse Detective","38625550","1.4e+07","en",10722,7,920,"9994","London's crime-fighting ace on his most baffling case!","2/07/1986",12,"G","Adventure",1986,"85-89","80-89",1.50514997831991,2.97358962342726
"678","Aliens","183316455","18500000","en",23148,7.9,5700,"679","This Time It's War","18/07/1986",28,"R","Action",1986,"85-89","80-89",1.9731278535997,2.60314437262018
