"","film","revenue","budget","language","popularity","vote.average","vote.count","id","tagline","release.date","genre","certification","genre_txt","year","lustrum","decade","log_budget","log_rev"
"912","Twin Peaks: Fire Walk with Me","4160851","1,00E+07","en",10.68,7.3,989,"1923","Meet Laura Palmer... In a town where nothing is as it seems... And everyone has something to hide.","3/06/1992",18,"R","Drama",1992,"90-94","90-99",0.698970004336019,2.99738638439731
"913","Patriot Games","178051587","4.5e+07","en",10533,6.6,841,"9869","Not for honor. Not for country. For his wife and child.","4/06/1992",28,"R","Action",1992,"90-94","90-99",2.25527250510331,2.57749179983723
"914","Batman Returns","2.8e+08","8,00E+07","en",19126,6.8,3712,"364","The Bat, the Cat, the Penguin.","19/06/1992",28,"PG-13","Action",1992,"90-94","90-99",2.41497334797082,2.65991620006985
"915","A League of Their Own","132440069","4,00E+07","en",9117,7.1,746,"11287","To achieve the incredible, you have to attempt the impossible.","1/07/1992",35,"PG","Comedy",1992,"90-94","90-99",2.24551266781415,2.32837960343874
"916","Dragon Ball Z: Super Android 13!","0","0","ja",9855,6.6,241,"39104",NA,"11/07/1992",28,NA,"Action",1992,"90-94","90-99",0.301029995663981,0.301029995663981
"917","Porco Rosso","0","0","ja",11082,7.8,1458,"11621","A Pig's Got to Fly","18/07/1992",12,"PG","Adventure",1992,"90-94","90-99",0.301029995663981,0.301029995663981
"918","Buffy the Vampire Slayer","16624456","7,00E+06","en",9039,5.5,414,"10206","She knows a sucker when she sees one.","24/07/1992",28,"PG-13","Action",1992,"90-94","90-99",2.38381536598043,2.54032947479087
"919","Death Becomes Her","149022650","5.5e+07","en",9823,6.7,1386,"9374","In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.","30/07/1992",35,"PG-13","Comedy",1992,"90-94","90-99",2.31175386105575,2.44247976906445
"920","Unforgiven","159157447","1.4e+07","en",17795,7.9,2237,"33","Some legends will never be forgotten. Some wrongs can never be forgiven.","7/08/1992",37,"R","Western",1992,"90-94","90-99",1.50514997831991,2.50105926221775
"921","Once Upon a Time in China II","30399676","0","cn",8862,7.3,114,"10618",NA,"15/08/1992",28,"R","Action",1992,"90-94","90-99",0.301029995663981,2.87737134586977
"922","Reservoir Dogs","2859750","1200000","en",17401,8.2,8603,"500","Every dog has his day.","2/09/1992",80,"R","Crime",1992,"90-94","90-99",1.78532983501077,2.84260923961056
"923","Bitter Moon","1862805","5,00E+06","en",10475,7.1,292,"10497","A kinky voyage with a full head of steam.","2/09/1992",53,"R","Thriller",1992,"90-94","90-99",2.30102999566398,2.61489721603313
"924","Sneakers","105232691","0","en",8511,6.9,502,"2322","We could tell you what it's about. But then, of course, we'd have to kill you.","9/09/1992",35,"PG-13","Comedy",1992,"90-94","90-99",0.301029995663981,1.79239168949825
"925","Candyman","25792310","6,00E+06","en",10677,6.4,630,"9529","You don't have to believe... just beware.","11/09/1992",18,"R","Drama",1992,"90-94","90-99",2.34242268082221,2.80345711564841
"926","Glengarry Glen Ross","10725228","12500000","en",8736,7.5,618,"9504","Lie. Cheat. Steal. All in a day’s work.","15/09/1992",80,"R","Crime",1992,"90-94","90-99",1.81954393554187,1.86923171973098
"927","The Last of the Mohicans","75505856","4,00E+07","en",11102,7.3,1614,"9361","The first American hero.","25/09/1992",28,"R","Action",1992,"90-94","90-99",2.24551266781415,3.13576851456782
"928","Under Siege","156563139","3.5e+07","en",9445,6.2,753,"8845","It's not a job... It's an Adventure!","8/10/1992",28,"R","Action",1992,"90-94","90-99",2.1846914308176,2.48995847942483
"929","A River Runs Through It","43440294","1.2e+07","en",8506,7.2,538,"293","The Story of an American Family.","9/10/1992",18,"PG","Drama",1992,"90-94","90-99",1.30102999566398,3.00817418400643
"930","Passenger 57","44065653","1.5e+07","en",8148,5.8,498,"10538","He's an ex-cop with a bad mouth, a bad attitude, and a bad seat. For the terrorists on flight 163 . . . he's very bad news.","6/11/1992",28,"R","Action",1992,"90-94","90-99",1.55630250076729,3.01072386539177
"931","Dracula","215862692","4,00E+07","en",14398,7.4,2682,"6114","Love never dies.","13/11/1992",27,"R","Horror",1992,"90-94","90-99",2.24551266781415,2.71264970162721
"932","Malcolm X","48169908","3.4e+07","en",10452,7.5,798,"1883",NA,"18/11/1992",18,"PG-13","Drama",1992,"90-94","90-99",2.17897694729317,3.03422726077055
"933","Home Alone 2: Lost in New York","358994850","1.8e+07","en",18835,6.5,5684,"772","He's up past his bedtime in the city that never sleeps.","19/11/1992",35,"PG","Comedy",1992,"90-94","90-99",1.69019608002851,2.94546858513182
"934","Aladdin","504050219","2.8e+07","en",32041,7.6,7447,"812","Wish granted!","25/11/1992",12,"G","Adventure",1992,"90-94","90-99",2.08278537031645,3.04766419460156
"935","The Bodyguard","411006740","2.5e+07","en",15527,6.5,1525,"619","Never let her out of your sight. Never let your guard down. Never fall in love.","25/11/1992",28,"R","Action",1992,"90-94","90-99",2.06445798922692,2.99255351783214
"936","Damage","7532911","0","en",7216,6.6,187,"11012","Desire... Deceit... Destiny...","2/12/1992",18,"R","Drama",1992,"90-94","90-99",0.301029995663981,3.13513265137677
"937","The Muppet Christmas Carol","27281507","1.2e+07","en",7745,7.4,507,"10437",NA,"10/12/1992",10402,"G","Music",1992,"90-94","90-99",1.30102999566398,2.8234742291703
"938","A Few Good Men","243240178","4,00E+07","en",14825,7.4,1827,"881","In the heart of the nation's capital, in a courthouse of the U.S. government, one man will stop at nothing to keep his honor, and one will stop at nothing to find the truth.","11/12/1992",18,"R","Drama",1992,"90-94","90-99",2.24551266781415,2.77887447200274
"939","Scent of a Woman","134095253","3.1e+07","en",9847,7.7,1599,"9475","Col. Frank Slade has a very special plan for the weekend!","23/12/1992",18,"R","Drama",1992,"90-94","90-99",2.17026171539496,2.34439227368511
"940","Three Colors: Blue","0","0","fr",9367,7.8,760,"108",NA,"10/01/1993",18,"R","Drama",1993,"90-94","90-99",0.301029995663981,0.301029995663981
"941","Homeward Bound: The Incredible Journey","0","0","en",7111,6.7,496,"6878",NA,"3/02/1993",12,"G","Adventure",1993,"90-94","90-99",0.301029995663981,0.301029995663981
"942","Groundhog Day","70906973","14600000","en",14576,7.5,4556,"137","He’s having the worst day of his life … over, and over …","11/02/1993",35,"PG","Comedy",1993,"90-94","90-99",1.89762709129044,3.1215598441875
"943","Dragon Ball Z: Broly â The Legendary Super Saiyan","0","0","ja",14418,7.2,423,"34433",NA,"6/03/1993",12,"PG-13","Adventure",1993,"90-94","90-99",0.301029995663981,0.301029995663981
"944","Teenage Mutant Ninja Turtles III","0","1,00E+07","en",10276,5.2,399,"1499","The Turtles Are Back....In Time.","17/03/1993",28,"PG","Action",1993,"90-94","90-99",0.698970004336019,0.301029995663981
"945","Indecent Proposal","266614059","3.8e+07","en",7874,6.1,693,"4478","A husband. A wife. A millionaire. A proposal.","7/04/1993",18,"R","Drama",1993,"90-94","90-99",2.19312459835446,2.81624129999178
"946","Benny & Joon","23202734","0","en",7015,7.1,444,"4104","A romance on the brink of reality.","16/04/1993",35,"PG","Comedy",1993,"90-94","90-99",0.301029995663981,2.75587485567249
"947","RoboCop 3","10696210","2.2e+07","en",8243,4.6,616,"5550","He's back to lay down the law.","17/04/1993",28,"PG-13","Action",1993,"90-94","90-99",2.02938377768521,1.85125834871908
"948","Ocean Waves","0","0","ja",8277,6.3,221,"21057",NA,"5/05/1993",16,"PG","Animation",1993,"90-94","90-99",0.301029995663981,0.301029995663981
"949","The Piano","116700000","7,00E+06","en",8616,7.4,676,"713",NA,"19/05/1993",18,"R","Drama",1993,"90-94","90-99",2.38381536598043,2.07554696139253
"950","Hot Shots! Part Deux","133752825","2.5e+07","en",9685,6.4,938,"9255","Just deux it.","21/05/1993",28,"PG-13","Action",1993,"90-94","90-99",2.06445798922692,2.34242268082221
"951","Sliver","116300000","4,00E+07","en",8152,5.3,296,"867","You like to watch... don't you?","21/05/1993",18,"R","Drama",1993,"90-94","90-99",2.24551266781415,2.06445798922692
"952","Cliffhanger","255000211","7,00E+07","en",13407,6.3,1221,"9350","The height of adventure.","28/05/1993",28,"R","Action",1993,"90-94","90-99",2.38560627359831,2.80002935924413
"953","Super Mario Bros.","20915465","4.8e+07","en",8095,4.2,602,"9607","This Ain't No Game.","28/05/1993",12,"PG","Adventure",1993,"90-94","90-99",2.26245108973043,2.68930885912362
"954","Jurassic Park","920100000","6.3e+07","en",14221,7.9,10172,"329","An adventure 65 million years in the making.","11/06/1993",12,"PG-13","Adventure",1993,"90-94","90-99",2.35024801833416,3.17724783625562
"955","Last Action Hero","137298489","8.5e+07","en",11275,6.3,1449,"9593","This isn't the movies anymore.","18/06/1993",12,"PG-13","Adventure",1993,"90-94","90-99",2.42160392686983,2.36921585741014
"956","Dennis the Menace","117270765","3.5e+07","en",9174,5.6,785,"12139","He's armed... He's adorable... And he's out of school for the entire summer.","23/06/1993",35,"PG","Comedy",1993,"90-94","90-99",2.1846914308176,2.09342168516224
"957","In the Line of Fire","176997168","4,00E+07","en",8832,6.9,771,"9386","An assassin on the loose. A president in danger. Only one man stands between them...","8/07/1993",28,"R","Action",1993,"90-94","90-99",2.24551266781415,2.57170883180869
"958","Dragon Ball Z: Bojack Unbound","0","0","ja",10101,6.7,252,"39105",NA,"10/07/1993",28,"PG","Action",1993,"90-94","90-99",0.301029995663981,0.301029995663981
"959","Free Willy","153698625","2,00E+07","en",8679,6.1,1004,"1634","How far would you go for a friend?","16/07/1993",12,"PG","Adventure",1993,"90-94","90-99",2,2.47275644931721
"960","Hocus Pocus","39514713","2.8e+07","en",8244,6.9,1317,"10439","It's just a bunch of Hocus Pocus.","16/07/1993",35,"PG","Comedy",1993,"90-94","90-99",2.08278537031645,2.97818051693741
"961","Coneheads","0","0","en",9.51,5.1,475,"9612","Young ones! Parental units! We summon you!","23/07/1993",35,"PG","Comedy",1993,"90-94","90-99",0.301029995663981,0.301029995663981
"962","Robin Hood: Men in Tights","35739755","2,00E+07","en",12776,6.6,1170,"8005","The legend had it coming...","28/07/1993",35,"PG-13","Comedy",1993,"90-94","90-99",2,2.94250410616808
"963","Rising Sun","107198790","4,00E+07","en",9455,6.1,389,"7007","A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.","30/07/1993",28,"R","Action",1993,"90-94","90-99",2.24551266781415,1.85733249643127
"964","The Fugitive","368875760","4.4e+07","en",15672,7.4,2373,"5503","A murdered wife. A one-armed man. An obsessed detective. The chase begins.","6/08/1993",12,"PG-13","Adventure",1993,"90-94","90-99",2.25285303097989,2.95424250943932
"965","The Secret Garden","0","0","en",8171,7.3,496,"11236","The timeless tale of a special place where magic, hope and love grow.","13/08/1993",18,"G","Drama",1993,"90-94","90-99",0.301029995663981,0.301029995663981
"966","Hard Target","74189677","1.8e+07","en",11171,6.2,495,"2019","Don't hunt what you can't kill.","20/08/1993",28,"R","Action",1993,"90-94","90-99",1.69019608002851,3.13097669160562
"967","True Romance","12281551","12500000","en",13777,7.6,1475,"319","Stealing, Cheating, Killing. Who said romance was dead?","9/09/1993",28,"R","Action",1993,"90-94","90-99",1.81954393554187,2.21218760440396
"968","Striking Distance","0","30","en",7876,5.8,424,"11074","They shouldn't have put him in the water, if they didn't want him to make waves.","17/09/1993",28,"R","Action",1993,"90-94","90-99",2.20139712432045,0.301029995663981
"969","Cool Runnings","154856263","1.4e+07","en",9681,7,1096,"864","One dream. Four Jamaicans. Twenty below zero.","30/09/1993",35,"PG","Comedy",1993,"90-94","90-99",1.50514997831991,2.47856649559384
"970","Demolition Man","159055768","5.7e+07","en",12205,6.5,1961,"9739","The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.","8/10/1993",80,"R","Crime",1993,"90-94","90-99",2.31386722036915,2.4996870826184
"971","The Nightmare Before Christmas","75634409","1.8e+07","en",13965,7.8,5438,"9479","This is Halloween, everybody make a scene!","9/10/1993",16,"PG","Animation",1993,"90-94","90-99",1.69019608002851,3.1360860973841
"972","The Beverly Hillbillies","0","0","en",7963,5.4,218,"11041","The day they moved in... Beverly Hills moved out.","15/10/1993",35,"PG","Comedy",1993,"90-94","90-99",0.301029995663981,0.301029995663981
"973","The Three Musketeers","53898845","3,00E+07","en",8277,6.3,472,"10057","All for one and one for all!","11/11/1993",28,"PG","Action",1993,"90-94","90-99",2.16435285578444,3.0640834359636
"974","Addams Family Values","48919043","4.7e+07","en",20045,6.7,1488,"2758","The Family Just Got A Little Stranger","19/11/1993",35,"PG-13","Comedy",1993,"90-94","90-99",2.26007138798507,3.03782475058834
"975","Mrs. Doubtfire","441286195","2.5e+07","en",14582,7.2,3748,"788","She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.","24/11/1993",35,"PG-13","Comedy",1993,"90-94","90-99",2.06445798922692,3.0111473607758
"976","Schindler's List","321365567","2.2e+07","en",19082,8.6,9191,"424","Whoever saves one life, saves the world entire.","30/11/1993",18,"R","Drama",1993,"90-94","90-99",2.02938377768521,2.89872518158949
"977","Sister Act 2: Back in the Habit","57319029","3.8e+07","en",10605,6.3,997,"6279",NA,"9/12/1993",35,"PG","Comedy",1993,"90-94","90-99",2.19312459835446,3.07518185461869
"978","Beethoven's 2nd","118243066","1.5e+07","en",9,5.2,510,"10438","The Newton Family is going to the dogs...","14/12/1993",35,"G","Comedy",1993,"90-94","90-99",1.55630250076729,2.11727129565576
"979","What's Eating Gilbert Grape","10032765","1.1e+07","en",15531,7.6,2178,"1587","Life is a terrible thing to sleep through.","17/12/1993",18,"PG-13","Drama",1993,"90-94","90-99",1.17609125905568,1.39794000867204
"980","The Voyeur","0","0","it",9941,4.4,82,"27066",NA,"27/01/1994",18,"R","Drama",1994,"90-94","90-99",0.301029995663981,0.301029995663981
"981","The Legend of Drunken Master","11555430","1,00E+07","cn",9973,7.3,439,"12207","He's got a secret weapon with a lot of kick.","3/02/1994",28,"R","Action",1994,"90-94","90-99",0.698970004336019,2.04532297878666
"982","Ace Ventura: Pet Detective","107217396","1.5e+07","en",16617,6.5,3522,"3049","He's the best there is! (Actually, he's the only one there is.)","4/02/1994",35,"PG-13","Comedy",1994,"90-94","90-99",1.55630250076729,1.86332286012046
"983","Four Weddings and a Funeral","254700832","6,00E+06","en",12323,6.7,1493,"712","Five good reasons to stay single.","9/03/1994",35,"R","Comedy",1994,"90-94","90-99",2.34242268082221,2.79865064544527
"984","Dragon Ball Z: Broly â Second Coming","0","0","ja",11036,6.5,318,"44251","Broly Is Back!","12/03/1994",28,NA,"Action",1994,"90-94","90-99",0.301029995663981,0.301029995663981
"985","Naked Gun 33â: The Final Insult","51132598","3,00E+07","en",13062,6.5,1104,"36593","A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!","18/03/1994",35,"PG-13","Comedy",1994,"90-94","90-99",2.16435285578444,3.05115252244738
"986","D2: The Mighty Ducks","45610410","0","en",8328,5.9,289,"11164","The Puck Stops Here!","25/03/1994",28,"PG","Action",1994,"90-94","90-99",0.301029995663981,3.02036128264771
"987","The Lion King","987483777","4.5e+07","en",24596,8.3,11732,"8587","Life's greatest adventure is finding your place in the Circle of Life.","7/05/1994",16,"G","Animation",1994,"90-94","90-99",2.25527250510331,3.19033169817029
"988","Beverly Hills Cop III","119208989","5,00E+07","en",9.52,5.8,930,"306","In for the ride of his life!","24/05/1994",28,"R","Action",1994,"90-94","90-99",2.30319605742049,2.13033376849501
"989","The Flintstones","341631208","4.6e+07","en",10195,5.2,1440,"888","Yabba-Dabba-Doo!","26/05/1994",35,"PG","Comedy",1994,"90-94","90-99",2.25767857486918,2.92064500140679
"990","Three Colors: Red","0","0","fr",9294,8.1,607,"110",NA,"27/05/1994",18,"R","Drama",1994,"90-94","90-99",0.301029995663981,0.301029995663981
"991","Speed","350448145","3,00E+07","en",13309,7,3495,"1637","Get ready for rush hour","9/06/1994",28,"R","Action",1994,"90-94","90-99",2.16435285578444,2.93348728784871
"992","Wolf","131002597","7,00E+07","en",9521,6.1,492,"10395","The animal is out.","17/06/1994",18,"R","Drama",1994,"90-94","90-99",2.38560627359831,2.31386722036915
"993","Forrest Gump","677387716","5.5e+07","en",24907,8.4,16998,"13","Life is like a box of chocolates...you never know what you're gonna get.","6/07/1994",35,"PG-13","Comedy",1994,"90-94","90-99",2.31175386105575,3.11092624226642
"994","Chungking Express","0","0","cn",10372,8.1,598,"11104","What a difference a day makes","14/07/1994",18,"PG-13","Drama",1994,"90-94","90-99",0.301029995663981,0.301029995663981
"995","True Lies","378882411","1.15e+08","en",15183,6.9,2250,"36955","When he said I do, he never said what he did.","15/07/1994",28,"R","Action",1994,"90-94","90-99",1.11394335230684,2.96520170102591
"996","The Client","117615211","4.5e+07","en",7481,6.6,577,"10731","A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.","20/07/1994",18,"PG-13","Drama",1994,"90-94","90-99",2.25527250510331,2.10380372095596
"997","The Mask","351583407","2.3e+07","en",27016,6.8,6117,"854","From zero to hero.","29/07/1994",10749,"PG-13","Romance",1994,"90-94","90-99",2.04139268515822,2.93449845124357
"998","Clear and Present Danger","215887717","6.2e+07","en",9395,6.6,747,"9331","The war of drugs would lead him to the war of power.","3/08/1994",28,"PG-13","Action",1994,"90-94","90-99",2.34830486304816,2.71432975974523
"999","The Little Rascals","67308282","0","en",7327,6.4,562,"10897","Mischief loves company","5/08/1994",10749,"PG","Romance",1994,"90-94","90-99",0.301029995663981,3.10890312766731
"1000","Natural Born Killers","50282766","3.4e+07","en",13778,7.1,1888,"241","The media made them superstars","25/08/1994",80,"R","Crime",1994,"90-94","90-99",2.17897694729317,3.04649516433471
"1001","Quiz Show","0","0","en",7.23,7.3,483,"11450","Fifty million people watched but no one saw a thing.","25/08/1994",36,"PG-13","History",1994,"90-94","90-99",0.301029995663981,0.301029995663981
"1002","Pulp Fiction","214179088","8,00E+06","en",28266,8.5,17614,"680","Just because you are a character doesn't mean you have character.","10/09/1994",80,"R","Crime",1994,"90-94","90-99",2.41329976408125,2.70842090013471
"1003","LÃ©on: The Professional","45284974","1.6e+07","en",26868,8.3,8832,"101","If you want a job done well, hire a professional.","14/09/1994",80,"R","Crime",1994,"90-94","90-99",1.60205999132796,3.01953168453126
"1004","The Shawshank Redemption","28341469","2.5e+07","en",33378,8.7,15112,"278","Fear can hold you prisoner. Hope can set you free.","23/09/1994",80,"R","Crime",1994,"90-94","90-99",2.06445798922692,2.84073323461181
"1005","The Specialist","170362582","4.5e+07","en",8965,5.6,636,"2636","The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.","7/10/1994",28,"R","Action",1994,"90-94","90-99",2.25527250510331,2.54777470538782
"1006","Don Juan DeMarco","22200000","2.5e+07","en",7153,6.4,406,"1909","The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!","12/10/1994",35,"PG-13","Comedy",1994,"90-94","90-99",2.06445798922692,2.72997428569956
"1007","New Nightmare","18090181","1.4e+07","en",11455,6.5,697,"11596","This time the terror doesn't stop at the screen.","13/10/1994",14,"R","Fantasy",1994,"90-94","90-99",1.50514997831991,2.58994960132571
"1008","Stargate","196567262","5.5e+07","en",15493,6.9,1862,"2164","It will take you a million light years from home. But will it bring you back?","27/10/1994",28,"PG-13","Action",1994,"90-94","90-99",2.31175386105575,2.64246452024212
"1009","Frankenstein","112006296","4.5e+07","en",9.06,6.3,660,"3036","Be Warned.  It's Alive","4/11/1994",18,"R","Drama",1994,"90-94","90-99",2.25527250510331,1.9731278535997
"1010","Interview with the Vampire","223664608","6,00E+07","en",16291,7.3,3336,"628","Drink from me and live forever","11/11/1994",27,"R","Horror",1994,"90-94","90-99",2.34439227368511,2.73479982958885
"1011","The Swan Princess","9771658","2,00E+07","en",8385,6.6,595,"22586","An enchanting classic destined to capture your heart and free your spirit.","18/11/1994",12,"G","Adventure",1994,"90-94","90-99",2,3.18892848376085
"1012","Junior","108431355","6,00E+07","en",8321,5,815,"6280","Nothing is inconceivable","22/11/1994",35,"PG-13","Comedy",1994,"90-94","90-99",2.34439227368511,1.90308998699194
"1013","The Return of Jafar","0","3500000","en",10574,5.8,1115,"15969","The Aladdin adventure continues...","15/12/1994",12,"G","Adventure",1994,"90-94","90-99",2.22530928172586,0.301029995663981
"1014","Dumb and Dumber","247275374","1.6e+07","en",15966,6.5,3802,"8467","What the one doesn't have, the other is missing.","16/12/1994",35,"PG-13","Comedy",1994,"90-94","90-99",1.60205999132796,2.78675142214556
"1015","Legends of the Fall","160638883","3,00E+07","en",13958,7.4,1309,"4476","After the Fall from Innocence the Legend begins.","16/12/1994",12,"R","Adventure",1994,"90-94","90-99",2.16435285578444,2.5092025223311
"1016","RiÂ¢hie RiÂ¢h","0","4,00E+07","en",6815,5.6,1207,"11011","An adventure so big... even the world's richest kid can't afford to miss it!","19/12/1994",35,"PG","Comedy",1994,"90-94","90-99",2.24551266781415,0.301029995663981
"1017","Little Women","0","1.8e+07","en",9768,7.2,601,"9587","The story that has lived in our hearts for generations, now comes to the screen for the holidays.","21/12/1994",18,"PG","Drama",1994,"90-94","90-99",1.69019608002851,0.301029995663981
"1018","Street Fighter","99423521","3.5e+07","en",10248,4.3,757,"11667","The fight to save the world is on!","23/12/1994",28,"PG-13","Action",1994,"90-94","90-99",2.1846914308176,3.19089171692217
"1019","Before Sunrise","5535405","2500000","en",10.58,7.9,2090,"76","Can the greatest romance of your life last only one night?","27/01/1995",18,"R","Drama",1995,"95-99","90-99",2.12710479836481,3.06818586174616
"1020","Billy Madison","26488734","1,00E+07","en",12835,6.1,907,"11017","Billy is going back to school... Way back.","10/02/1995",35,"PG-13","Comedy",1995,"95-99","90-99",0.698970004336019,2.81291335664286
"1021","Dragon Ball Z: Fusion Reborn","0","0","ja",11561,7.3,369,"39107",NA,"4/03/1995",28,"PG-13","Action",1995,"95-99","90-99",0.301029995663981,0.301029995663981
"1022","All Things Fair","0","0","sv",14221,6.4,51,"27098","He was a student. She was his teacher. Their love was forbidden.","8/03/1995",18,NA,"Drama",1995,"95-99","90-99",0.301029995663981,0.301029995663981
"1023","Outbreak","189859560","5,00E+07","en",19022,6.4,1052,"6950","This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.","10/03/1995",28,"R","Action",1995,"95-99","90-99",2.30319605742049,2.6232492903979
"1024","Major Payne","30112050","0","en",8569,6,361,"11008","He's looking for a few good men... or a few guys old enough to shave.","24/03/1995",12,"PG-13","Adventure",1995,"95-99","90-99",0.301029995663981,2.8733206018154
"1025","Bad Boys","141407024","1.9e+07","en",18777,6.6,3527,"9737","Whatcha gonna do?","7/04/1995",28,"R","Action",1995,"95-99","90-99",1.70757017609794,2.39619934709574
"1026","A Goofy Movie","35348597","0","en",11783,6.9,958,"15789","It’s hard to be cool... when your dad’s Goofy.","7/04/1995",10749,"G","Romance",1995,"95-99","90-99",0.301029995663981,2.93801909747621
"1027","Friday","28215918","3500000","en",9275,7.1,929,"10634","A lot can go down between thursday and saturday...","26/04/1995",35,"R","Comedy",1995,"95-99","90-99",2.22530928172586,2.83821922190763
"1028","French Kiss","0","0","en",8723,6.4,411,"397",NA,"5/05/1995",35,"PG-13","Comedy",1995,"95-99","90-99",0.301029995663981,0.301029995663981
"1029","Die Hard: With a Vengeance","366101666","9,00E+07","en",17539,7.1,3667,"1572","Think fast. Look alive. Die hard.","19/05/1995",28,"R","Action",1995,"95-99","90-99",2.4456042032736,2.95133751879592
"1030","Braveheart","2.1e+08","7.2e+07","en",14364,7.9,6171,"197","Every man dies. Not every man truly lives.","24/05/1995",28,"R","Action",1995,"95-99","90-99",2.38916608436453,2.65127801399814
"1031","Casper","287928194","5,00E+07","en",12852,6.2,2875,"8839","Get an afterlife","26/05/1995",14,"PG","Fantasy",1995,"95-99","90-99",2.30319605742049,2.8494194137969
"1032","The Bridges of Madison County","182016617","2.4e+07","en",12329,7.6,956,"688","The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...","28/05/1995",18,"PG-13","Drama",1995,"95-99","90-99",2.05307844348342,2.59769518592551
"1033","Pocahontas","346079773","5.5e+07","en",18312,6.9,3676,"10530","An American legend comes to life.","14/06/1995",12,"G","Adventure",1995,"95-99","90-99",2.31175386105575,2.92582757462474
"1034","Batman Forever","336529144","1,00E+08","en",14445,5.3,3158,"414","Courage now, truth always...","16/06/1995",28,"PG-13","Action",1995,"95-99","90-99",0.778151250383644,2.91698004732038
"1035","Apollo 13","355237933","5.2e+07","en",21202,7.4,3264,"568","Houston, we have a problem.","30/06/1995",18,"PG","Drama",1995,"95-99","90-99",2.30535136944662,2.94001815500766
"1036","Judge Dredd","113493481","9,00E+07","en",10306,5.6,1346,"9482","In the future, one man is the law.","30/06/1995",878,"R","Science Fiction",1995,"95-99","90-99",2.4456042032736,2.00432137378264
"1037","Species","113374103","3.5e+07","en",9987,5.7,817,"9348","Our time is up.","7/07/1995",28,"R","Action",1995,"95-99","90-99",2.1846914308176,2
"1038","Under Siege 2: Dark Territory","104324083","6,00E+07","en",9926,5.6,431,"3512","Last time he rocked the boat. This time the sky's the limit.","13/07/1995",28,"R","Action",1995,"95-99","90-99",2.34439227368511,1.7160033436348
"1039","Whisper of the Heart","0","0","ja",9947,7.9,767,"37797","I found someone I like","15/07/1995",16,"G","Animation",1995,"95-99","90-99",0.301029995663981,0.301029995663981
"1040","The Usual Suspects","23341568","6,00E+06","en",16922,8.2,6342,"629","Five Criminals. One Line Up. No Coincidence.","19/07/1995",18,"R","Drama",1995,"95-99","90-99",2.34242268082221,2.75966784468963
"1041","Clueless","56631572","1.2e+07","en",15723,7.2,2225,"9603","Sex. Clothes. Popularity. Is there a problem here?","19/07/1995",35,"PG-13","Comedy",1995,"95-99","90-99",1.30102999566398,3.07151380509509
"1042","A Walk in the Clouds","50012507","2,00E+07","en",9283,6.7,366,"9560","A man in search. A woman in need. A story of fate.","11/08/1995",18,"PG-13","Drama",1995,"95-99","90-99",2,3.04532297878666
"1043","Mortal Kombat","122195920","1.8e+07","en",13884,5.6,1073,"9312","Nothing In This World Has Prepared You For This.","18/08/1995",28,"PG-13","Action",1995,"95-99","90-99",1.69019608002851,2.19589965240923
"1044","Desperado","25405445","7,00E+06","en",13016,6.8,1624,"8068","When the smoke clears, it just means he's reloading.","25/08/1995",28,"R","Action",1995,"95-99","90-99",2.38381536598043,2.7979596437372
"1045","Hackers","7563728","2,00E+07","en",8819,6.3,701,"10428","Their crime is curiosity.","14/09/1995",28,"PG-13","Action",1995,"95-99","90-99",2,3.13640344813399
"1046","Showgirls","20350754","4.5e+07","en",8164,5.2,549,"10802","Beyond your wildest dreams. Beyond your wildest fantasies.","22/09/1995",18,"NC-17","Drama",1995,"95-99","90-99",2.25527250510331,2.6730209071289
"1047","Se7en","327311859","3.3e+07","en",21.9,8.3,12202,"807","Seven deadly sins. Seven ways to die.","22/09/1995",80,"R","Crime",1995,"95-99","90-99",2.17609125905568,2.90579588036787
"1048","Assassins","30303072","5,00E+07","en",10.7,6.2,776,"9691","In the shadows of life, In the business of death, One man found a reason to live...","6/10/1995",28,"R","Action",1995,"95-99","90-99",2.30319605742049,2.87563993700417
"1049","Dilwale Dulhania Le Jayenge","1,00E+08","13200000","hi",13443,8.8,2216,"19404","Come Fall In love, All Over Again..","20/10/1995",35,"R","Comedy",1995,"95-99","90-99",1.85733249643127,0.602059991327962
"1050","Powder","0","0","en",8308,6.4,262,"12665","An extraordinary encounter with another human being.","27/10/1995",18,"PG-13","Drama",1995,"95-99","90-99",0.301029995663981,0.301029995663981
"1051","Toy Story","373554033","3,00E+07","en",17966,7.9,11754,"862",NA,"30/10/1995",16,"G","Animation",1995,"95-99","90-99",2.16435285578444,2.959518376973
