"","film","revenue","budget","language","popularity","runtime","vote average","vote count","id","release date","certification","genre","genre_txt","log_budget","log_revenue","log_popularity","budgtet_mill","rev_mil","year","lustrum","decade"
"3369","The One",72700000,4.9e+07,"en",9822,87,5.9,820,10796,2001-11-02,"PG-13",53,"Thriller",17.7073308560749,18.1018519425037,9.19238004659919,490,727,2001,"00-04","00-09"
"3370","Harry Potter and the Philosophers Stone",976475550,1.25e+08,"en",37202,152,7.8,15796,671,2001-11-16,"PG",12,"Adventure",18.6438242952666,20.6994602695651,10.5241178022569,1250,9764.76,2001,"00-04","00-09"
"3371","Harry Potter and the Philosophers Stone",976475550,1.25e+08,"en",37202,152,7.8,15796,671,2001-11-16,"PG",14,"Fantasy",18.6438242952666,20.6994602695651,10.5241178022569,1250,9764.76,2001,"00-04","00-09"
"3372","Harry Potter and the Philosophers Stone",976475550,1.25e+08,"en",37202,152,7.8,15796,671,2001-11-16,"PG",10751,"Family",18.6438242952666,20.6994602695651,10.5241178022569,1250,9764.76,2001,"00-04","00-09"
"3373","Black Knight",33422806,5e+07,"en",8842,95,5.3,642,11469,2001-11-21,"PG-13",12,"Adventure",17.7275335633924,17.3247490393065,9.08726837438619,500,334.23,2001,"00-04","00-09"
"3374","Black Knight",33422806,5e+07,"en",8842,95,5.3,642,11469,2001-11-21,"PG-13",35,"Comedy",17.7275335633924,17.3247490393065,9.08726837438619,500,334.23,2001,"00-04","00-09"
"3375","Black Knight",33422806,5e+07,"en",8842,95,5.3,642,11469,2001-11-21,"PG-13",14,"Fantasy",17.7275335633924,17.3247490393065,9.08726837438619,500,334.23,2001,"00-04","00-09"
"3376","In the Bedroom",0,1700000,"en",8.31,130,6.8,169,1999,2001-11-23,"R",18,"Drama",14.3461388090264,1,2.11745960886736,17,0,2001,"00-04","00-09"
"3377","In the Bedroom",0,1700000,"en",8.31,130,6.8,169,1999,2001-11-23,"R",53,"Thriller",14.3461388090264,1,2.11745960886736,17,0,2001,"00-04","00-09"
"3378","Behind Enemy Lines",91753202,4e+07,"en",11869,106,6.2,800,8007,2001-11-30,"PG-13",28,"Action",17.5043900120782,18.3346129434726,9.38168523805651,400,917.53,2001,"00-04","00-09"
"3379","Behind Enemy Lines",91753202,4e+07,"en",11869,106,6.2,800,8007,2001-11-30,"PG-13",18,"Drama",17.5043900120782,18.3346129434726,9.38168523805651,400,917.53,2001,"00-04","00-09"
"3380","Behind Enemy Lines",91753202,4e+07,"en",11869,106,6.2,800,8007,2001-11-30,"PG-13",53,"Thriller",17.5043900120782,18.3346129434726,9.38168523805651,400,917.53,2001,"00-04","00-09"
"3381","Behind Enemy Lines",91753202,4e+07,"en",11869,106,6.2,800,8007,2001-11-30,"PG-13",10752,"War",17.5043900120782,18.3346129434726,9.38168523805651,400,917.53,2001,"00-04","00-09"
"3382","Oceans Eleven",450717150,8.5e+07,"en",16569,116,7.4,7426,161,2001-12-07,"PG-13",53,"Thriller",18.2581618144546,19.9263505388562,9.7152887585693,850,4507.17,2001,"00-04","00-09"
"3383","Oceans Eleven",450717150,8.5e+07,"en",16569,116,7.4,7426,161,2001-12-07,"PG-13",80,"Crime",18.2581618144546,19.9263505388562,9.7152887585693,850,4507.17,2001,"00-04","00-09"
"3384","Not Another Teen Movie",66468332,1.6e+07,"en",11412,89,5.5,1057,11397,2001-12-07,"R",35,"Comedy",16.5880992802041,18.0122361816755,9.34242071233339,160,664.68,2001,"00-04","00-09"
"3385","A Beautiful Mind",313542341,6e+07,"en",15957,135,7.8,6233,453,2001-12-11,"PG-13",18,"Drama",17.9098551201864,19.5634449679288,9.67765288341043,600,3135.42,2001,"00-04","00-09"
"3386","A Beautiful Mind",313542341,6e+07,"en",15957,135,7.8,6233,453,2001-12-11,"PG-13",10749,"Romance",17.9098551201864,19.5634449679288,9.67765288341043,600,3135.42,2001,"00-04","00-09"
"3387","The Lord of the Rings The Fellowship of the Ring",871368364,9.3e+07,"en",36843,178,8.3,16151,120,2001-12-18,"PG-13",28,"Action",18.3481100511175,20.5855753661917,10.5144209202785,930,8713.68,2001,"00-04","00-09"
"3388","The Lord of the Rings The Fellowship of the Ring",871368364,9.3e+07,"en",36843,178,8.3,16151,120,2001-12-18,"PG-13",12,"Adventure",18.3481100511175,20.5855753661917,10.5144209202785,930,8713.68,2001,"00-04","00-09"
"3389","The Lord of the Rings The Fellowship of the Ring",871368364,9.3e+07,"en",36843,178,8.3,16151,120,2001-12-18,"PG-13",14,"Fantasy",18.3481100511175,20.5855753661917,10.5144209202785,930,8713.68,2001,"00-04","00-09"
"3390","Black Hawk Down",172989651,9.2e+07,"en",17686,145,7.3,3320,855,2001-12-28,"R",28,"Action",18.3372991350133,18.9687423298635,9.78052864513568,920,1729.9,2001,"00-04","00-09"
"3391","Black Hawk Down",172989651,9.2e+07,"en",17686,145,7.3,3320,855,2001-12-28,"R",36,"History",18.3372991350133,18.9687423298635,9.78052864513568,920,1729.9,2001,"00-04","00-09"
"3392","Black Hawk Down",172989651,9.2e+07,"en",17686,145,7.3,3320,855,2001-12-28,"R",10752,"War",18.3372991350133,18.9687423298635,9.78052864513568,920,1729.9,2001,"00-04","00-09"
"3393","Secretary",9304609,4e+06,"en",8531,104,6.8,779,11013,2002-01-11,"R",35,"Comedy",15.2018049190842,16.0460204267565,9.05146186690869,40,93.05,2002,"00-04","00-09"
"3394","Secretary",9304609,4e+06,"en",8531,104,6.8,779,11013,2002-01-11,"R",18,"Drama",15.2018049190842,16.0460204267565,9.05146186690869,40,93.05,2002,"00-04","00-09"
"3395","Secretary",9304609,4e+06,"en",8531,104,6.8,779,11013,2002-01-11,"R",10749,"Romance",15.2018049190842,16.0460204267565,9.05146186690869,40,93.05,2002,"00-04","00-09"
"3396","The Count of Monte Cristo",75395048,3.5e+07,"en",10915,131,7.5,909,11362,2002-01-23,"PG-13",28,"Action",17.3708586194537,18.1382521544288,9.29789326898404,350,753.95,2002,"00-04","00-09"
"3397","The Count of Monte Cristo",75395048,3.5e+07,"en",10915,131,7.5,909,11362,2002-01-23,"PG-13",12,"Adventure",17.3708586194537,18.1382521544288,9.29789326898404,350,753.95,2002,"00-04","00-09"
"3398","The Count of Monte Cristo",75395048,3.5e+07,"en",10915,131,7.5,909,11362,2002-01-23,"PG-13",18,"Drama",17.3708586194537,18.1382521544288,9.29789326898404,350,753.95,2002,"00-04","00-09"
"3399","The Count of Monte Cristo",75395048,3.5e+07,"en",10915,131,7.5,909,11362,2002-01-23,"PG-13",53,"Thriller",17.3708586194537,18.1382521544288,9.29789326898404,350,753.95,2002,"00-04","00-09"
"3400","City of God",30641770,3300000,"pt",17667,130,8.4,3906,598,2002-02-05,"R",80,"Crime",15.0094330264367,17.2378746687922,9.77945377161268,33,306.42,2002,"00-04","00-09"
"3401","City of God",30641770,3300000,"pt",17667,130,8.4,3906,598,2002-02-05,"R",18,"Drama",15.0094330264367,17.2378746687922,9.77945377161268,33,306.42,2002,"00-04","00-09"
"3402","The Hunchback of Notre Dame II",0,0,"en",10634,68,5.3,464,12448,2002-02-05,"G",16,"Animation",1,1,9.27181169406428,0,0,2002,"00-04","00-09"
"3403","The Hunchback of Notre Dame II",0,0,"en",10634,68,5.3,464,12448,2002-02-05,"G",10751,"Family",1,1,9.27181169406428,0,0,2002,"00-04","00-09"
"3404","Collateral Damage",78382433,8.5e+07,"en",9.04,108,5.6,763,9884,2002-02-06,"R",28,"Action",18.2581618144546,18.1771103913359,2.20165917440409,850,783.82,2002,"00-04","00-09"
"3405","Collateral Damage",78382433,8.5e+07,"en",9.04,108,5.6,763,9884,2002-02-06,"R",18,"Drama",18.2581618144546,18.1771103913359,2.20165917440409,850,783.82,2002,"00-04","00-09"
"3406","Collateral Damage",78382433,8.5e+07,"en",9.04,108,5.6,763,9884,2002-02-06,"R",53,"Thriller",18.2581618144546,18.1771103913359,2.20165917440409,850,783.82,2002,"00-04","00-09"
"3407","Dragonfly",52322400,6e+07,"en",9934,104,6.4,448,10052,2002-02-22,"PG-13",18,"Drama",17.9098551201864,17.7729351356208,9.2037184956673,600,523.22,2002,"00-04","00-09"
"3408","40 Days and 40 Nights",0,1.7e+07,"en",8434,94,5.3,647,2752,2002-03-01,"R",35,"Comedy",16.6487239020205,1,9.0400264343065,170,0,2002,"00-04","00-09"
"3409","40 Days and 40 Nights",0,1.7e+07,"en",8434,94,5.3,647,2752,2002-03-01,"R",10749,"Romance",16.6487239020205,1,9.0400264343065,170,0,2002,"00-04","00-09"
"3410","Ice Age",383257136,5.9e+07,"en",22101,81,7.3,8444,425,2002-03-10,"PG",12,"Adventure",17.89304800187,19.7642166952428,10.0033781353509,590,3832.57,2002,"00-04","00-09"
"3411","Ice Age",383257136,5.9e+07,"en",22101,81,7.3,8444,425,2002-03-10,"PG",16,"Animation",17.89304800187,19.7642166952428,10.0033781353509,590,3832.57,2002,"00-04","00-09"
"3412","Ice Age",383257136,5.9e+07,"en",22101,81,7.3,8444,425,2002-03-10,"PG",35,"Comedy",17.89304800187,19.7642166952428,10.0033781353509,590,3832.57,2002,"00-04","00-09"
"3413","Ice Age",383257136,5.9e+07,"en",22101,81,7.3,8444,425,2002-03-10,"PG",10751,"Family",17.89304800187,19.7642166952428,10.0033781353509,590,3832.57,2002,"00-04","00-09"
"3414","Blade II",155010032,5.4e+07,"en",15398,117,6.4,2863,36586,2002-03-22,"R",28,"Action",17.8044946045285,18.8590003953698,9.641992909838,540,1550.1,2002,"00-04","00-09"
"3415","Blade II",155010032,5.4e+07,"en",15398,117,6.4,2863,36586,2002-03-22,"R",14,"Fantasy",17.8044946045285,18.8590003953698,9.641992909838,540,1550.1,2002,"00-04","00-09"
"3416","Blade II",155010032,5.4e+07,"en",15398,117,6.4,2863,36586,2002-03-22,"R",27,"Horror",17.8044946045285,18.8590003953698,9.641992909838,540,1550.1,2002,"00-04","00-09"
"3417","Blade II",155010032,5.4e+07,"en",15398,117,6.4,2863,36586,2002-03-22,"R",53,"Thriller",17.8044946045285,18.8590003953698,9.641992909838,540,1550.1,2002,"00-04","00-09"
"3418","High Crimes",63781810,4.2e+07,"en",10255,115,6.2,395,11560,2002-04-05,"PG-13",18,"Drama",17.5531801762476,17.9709785979456,9.23552067050648,420,637.82,2002,"00-04","00-09"
"3419","High Crimes",63781810,4.2e+07,"en",10255,115,6.2,395,11560,2002-04-05,"PG-13",9648,"Mystery",17.5531801762476,17.9709785979456,9.23552067050648,420,637.82,2002,"00-04","00-09"
"3420","High Crimes",63781810,4.2e+07,"en",10255,115,6.2,395,11560,2002-04-05,"PG-13",53,"Thriller",17.5531801762476,17.9709785979456,9.23552067050648,420,637.82,2002,"00-04","00-09"
"3421","High Crimes",63781810,4.2e+07,"en",10255,115,6.2,395,11560,2002-04-05,"PG-13",80,"Crime",17.5531801762476,17.9709785979456,9.23552067050648,420,637.82,2002,"00-04","00-09"
"3422","The Scorpion King",165333180,6e+07,"en",14126,92,5.4,1892,9334,2002-04-18,"PG-13",28,"Action",17.9098551201864,18.9234732686013,9.55577234996887,600,1653.33,2002,"00-04","00-09"
"3423","The Scorpion King",165333180,6e+07,"en",14126,92,5.4,1892,9334,2002-04-18,"PG-13",12,"Adventure",17.9098551201864,18.9234732686013,9.55577234996887,600,1653.33,2002,"00-04","00-09"
"3424","The Scorpion King",165333180,6e+07,"en",14126,92,5.4,1892,9334,2002-04-18,"PG-13",14,"Fantasy",17.9098551201864,18.9234732686013,9.55577234996887,600,1653.33,2002,"00-04","00-09"
"3425","SpiderMan",821708551,1.39e+08,"en",26.2,121,7.1,11224,557,2002-05-01,"PG-13",28,"Action",18.749984491095,20.5268963293217,3.26575941076705,1390,8217.09,2002,"00-04","00-09"
"3426","SpiderMan",821708551,1.39e+08,"en",26.2,121,7.1,11224,557,2002-05-01,"PG-13",14,"Fantasy",18.749984491095,20.5268963293217,3.26575941076705,1390,8217.09,2002,"00-04","00-09"
"3427","Unfaithful",119137784,5e+07,"en",10403,124,6.4,652,2251,2002-05-10,"R",53,"Thriller",17.7275335633924,18.5957912300254,9.24984950507089,500,1191.38,2002,"00-04","00-09"
"3428","Star Wars Episode II  Attack of the Clones",649398328,1.2e+08,"en",14.62,142,6.5,8288,1894,2002-05-15,"PG",28,"Action",18.6030023007463,20.2915568429454,2.68239045432163,1200,6493.98,2002,"00-04","00-09"
"3429","Star Wars Episode II  Attack of the Clones",649398328,1.2e+08,"en",14.62,142,6.5,8288,1894,2002-05-15,"PG",12,"Adventure",18.6030023007463,20.2915568429454,2.68239045432163,1200,6493.98,2002,"00-04","00-09"
"3430","Star Wars Episode II  Attack of the Clones",649398328,1.2e+08,"en",14.62,142,6.5,8288,1894,2002-05-15,"PG",878,"Science Fiction",18.6030023007463,20.2915568429454,2.68239045432163,1200,6493.98,2002,"00-04","00-09"
"3431","Enough",51801187,3.8e+07,"en",8985,114,6.5,592,1957,2002-05-21,"PG-13",18,"Drama",17.4530967176907,17.7629236220251,9.10331179921766,380,518.01,2002,"00-04","00-09"
"3432","Enough",51801187,3.8e+07,"en",8985,114,6.5,592,1957,2002-05-21,"PG-13",53,"Thriller",17.4530967176907,17.7629236220251,9.10331179921766,380,518.01,2002,"00-04","00-09"
"3433","Spirit Stallion of the Cimarron",122563539,8e+07,"en",16084,83,7.6,2436,9023,2002-05-24,"G",12,"Adventure",18.1975371926382,18.6241401391924,9.68558026801716,800,1225.64,2002,"00-04","00-09"
"3434","Spirit Stallion of the Cimarron",122563539,8e+07,"en",16084,83,7.6,2436,9023,2002-05-24,"G",16,"Animation",18.1975371926382,18.6241401391924,9.68558026801716,800,1225.64,2002,"00-04","00-09"
"3435","Spirit Stallion of the Cimarron",122563539,8e+07,"en",16084,83,7.6,2436,9023,2002-05-24,"G",35,"Comedy",18.1975371926382,18.6241401391924,9.68558026801716,800,1225.64,2002,"00-04","00-09"
"3436","Spirit Stallion of the Cimarron",122563539,8e+07,"en",16084,83,7.6,2436,9023,2002-05-24,"G",18,"Drama",18.1975371926382,18.6241401391924,9.68558026801716,800,1225.64,2002,"00-04","00-09"
"3437","Spirit Stallion of the Cimarron",122563539,8e+07,"en",16084,83,7.6,2436,9023,2002-05-24,"G",37,"Western",18.1975371926382,18.6241401391924,9.68558026801716,800,1225.64,2002,"00-04","00-09"
"3438","Spirit Stallion of the Cimarron",122563539,8e+07,"en",16084,83,7.6,2436,9023,2002-05-24,"G",10751,"Family",18.1975371926382,18.6241401391924,9.68558026801716,800,1225.64,2002,"00-04","00-09"
"3439","The Sum of All Fears",1.93e+08,6.8e+07,"en",10.6,124,6.2,844,4614,2002-05-31,"PG-13",28,"Action",18.0350182631404,19.0782007468692,2.36085400111802,680,1930,2002,"00-04","00-09"
"3440","The Sum of All Fears",1.93e+08,6.8e+07,"en",10.6,124,6.2,844,4614,2002-05-31,"PG-13",18,"Drama",18.0350182631404,19.0782007468692,2.36085400111802,680,1930,2002,"00-04","00-09"
"3441","The Sum of All Fears",1.93e+08,6.8e+07,"en",10.6,124,6.2,844,4614,2002-05-31,"PG-13",53,"Thriller",18.0350182631404,19.0782007468692,2.36085400111802,680,1930,2002,"00-04","00-09"
"3442","The Bourne Identity",214034224,6e+07,"en",16633,119,7.4,5975,2501,2002-06-14,"PG-13",28,"Action",17.9098551201864,19.1816464854331,9.71914395279054,600,2140.34,2002,"00-04","00-09"
"3443","The Bourne Identity",214034224,6e+07,"en",16633,119,7.4,5975,2501,2002-06-14,"PG-13",18,"Drama",17.9098551201864,19.1816464854331,9.71914395279054,600,2140.34,2002,"00-04","00-09"
"3444","The Bourne Identity",214034224,6e+07,"en",16633,119,7.4,5975,2501,2002-06-14,"PG-13",9648,"Mystery",17.9098551201864,19.1816464854331,9.71914395279054,600,2140.34,2002,"00-04","00-09"
"3445","The Bourne Identity",214034224,6e+07,"en",16633,119,7.4,5975,2501,2002-06-14,"PG-13",53,"Thriller",17.9098551201864,19.1816464854331,9.71914395279054,600,2140.34,2002,"00-04","00-09"
"3446","ScoobyDoo",275650703,8.4e+07,"en",14876,88,5.7,2321,9637,2002-06-14,"PG",12,"Adventure",18.2463273568076,19.4346450533323,9.60750445504496,840,2756.51,2002,"00-04","00-09"
"3447","ScoobyDoo",275650703,8.4e+07,"en",14876,88,5.7,2321,9637,2002-06-14,"PG",35,"Comedy",18.2463273568076,19.4346450533323,9.60750445504496,840,2756.51,2002,"00-04","00-09"
"3448","ScoobyDoo",275650703,8.4e+07,"en",14876,88,5.7,2321,9637,2002-06-14,"PG",9648,"Mystery",18.2463273568076,19.4346450533323,9.60750445504496,840,2756.51,2002,"00-04","00-09"
"3449","Minority Report",358372926,1.02e+08,"en",18256,145,7.3,5218,180,2002-06-20,"PG-13",28,"Action",18.4404833712485,19.697084694917,9.81224907210186,1020,3583.73,2002,"00-04","00-09"
"3450","Minority Report",358372926,1.02e+08,"en",18256,145,7.3,5218,180,2002-06-20,"PG-13",53,"Thriller",18.4404833712485,19.697084694917,9.81224907210186,1020,3583.73,2002,"00-04","00-09"
"3451","Minority Report",358372926,1.02e+08,"en",18256,145,7.3,5218,180,2002-06-20,"PG-13",878,"Science Fiction",18.4404833712485,19.697084694917,9.81224907210186,1020,3583.73,2002,"00-04","00-09"
"3452","Minority Report",358372926,1.02e+08,"en",18256,145,7.3,5218,180,2002-06-20,"PG-13",9648,"Mystery",18.4404833712485,19.697084694917,9.81224907210186,1020,3583.73,2002,"00-04","00-09"
"3453","Lilo  Stitch",145771527,8e+07,"en",16145,85,7.4,3565,11544,2002-06-21,"PG",16,"Animation",18.1975371926382,18.7975510704018,9.68936568319238,800,1457.72,2002,"00-04","00-09"
"3454","Lilo  Stitch",145771527,8e+07,"en",16145,85,7.4,3565,11544,2002-06-21,"PG",10751,"Family",18.1975371926382,18.7975510704018,9.68936568319238,800,1457.72,2002,"00-04","00-09"
"3455","Tarzan  Jane",0,0,"en",11982,75,5.8,340,13683,2002-06-24,"G",16,"Animation",1,1,9.39116080264387,0,0,2002,"00-04","00-09"
"3456","Tarzan  Jane",0,0,"en",11982,75,5.8,340,13683,2002-06-24,"G",10751,"Family",1,1,9.39116080264387,0,0,2002,"00-04","00-09"
"3457","Men in Black II",441818803,1.4e+08,"en",27539,88,6.3,6525,608,2002-07-03,"PG-13",28,"Action",18.7571529805736,19.9064104080265,10.2233584608028,1400,4418.19,2002,"00-04","00-09"
"3458","Men in Black II",441818803,1.4e+08,"en",27539,88,6.3,6525,608,2002-07-03,"PG-13",12,"Adventure",18.7571529805736,19.9064104080265,10.2233584608028,1400,4418.19,2002,"00-04","00-09"
"3459","Men in Black II",441818803,1.4e+08,"en",27539,88,6.3,6525,608,2002-07-03,"PG-13",35,"Comedy",18.7571529805736,19.9064104080265,10.2233584608028,1400,4418.19,2002,"00-04","00-09"
"3460","Men in Black II",441818803,1.4e+08,"en",27539,88,6.3,6525,608,2002-07-03,"PG-13",878,"Science Fiction",18.7571529805736,19.9064104080265,10.2233584608028,1400,4418.19,2002,"00-04","00-09"
"3461","The Cat Returns",522911,0,"ja",17901,75,7.3,838,15370,2002-07-19,"G",12,"Adventure",1,13.167166556482,9.79261185619019,0,5.23,2002,"00-04","00-09"
"3462","The Cat Returns",522911,0,"ja",17901,75,7.3,838,15370,2002-07-19,"G",16,"Animation",1,13.167166556482,9.79261185619019,0,5.23,2002,"00-04","00-09"
"3463","The Cat Returns",522911,0,"ja",17901,75,7.3,838,15370,2002-07-19,"G",18,"Drama",1,13.167166556482,9.79261185619019,0,5.23,2002,"00-04","00-09"
"3464","The Cat Returns",522911,0,"ja",17901,75,7.3,838,15370,2002-07-19,"G",14,"Fantasy",1,13.167166556482,9.79261185619019,0,5.23,2002,"00-04","00-09"
"3465","The Cat Returns",522911,0,"ja",17901,75,7.3,838,15370,2002-07-19,"G",10751,"Family",1,13.167166556482,9.79261185619019,0,5.23,2002,"00-04","00-09"
"3466","K19 The Widowmaker",35168966,1e+08,"en",11137,138,6.4,510,8665,2002-07-19,"PG-13",18,"Drama",18.4206807439524,17.3756746039611,9.3180281773931,1000,351.69,2002,"00-04","00-09"
"3467","K19 The Widowmaker",35168966,1e+08,"en",11137,138,6.4,510,8665,2002-07-19,"PG-13",36,"History",18.4206807439524,17.3756746039611,9.3180281773931,1000,351.69,2002,"00-04","00-09"
"3468","K19 The Widowmaker",35168966,1e+08,"en",11137,138,6.4,510,8665,2002-07-19,"PG-13",9648,"Mystery",18.4206807439524,17.3756746039611,9.3180281773931,1000,351.69,2002,"00-04","00-09"
"3469","K19 The Widowmaker",35168966,1e+08,"en",11137,138,6.4,510,8665,2002-07-19,"PG-13",53,"Thriller",18.4206807439524,17.3756746039611,9.3180281773931,1000,351.69,2002,"00-04","00-09"
"3470","K19 The Widowmaker",35168966,1e+08,"en",11137,138,6.4,510,8665,2002-07-19,"PG-13",10752,"War",18.4206807439524,17.3756746039611,9.3180281773931,1000,351.69,2002,"00-04","00-09"
"3471","Austin Powers in Goldmember",296655431,6.3e+07,"en",14.77,94,5.9,1950,818,2002-07-26,"PG-13",35,"Comedy",17.9586452843558,19.5080818582714,2.69259809654329,630,2966.55,2002,"00-04","00-09"
"3472","Austin Powers in Goldmember",296655431,6.3e+07,"en",14.77,94,5.9,1950,818,2002-07-26,"PG-13",80,"Crime",17.9586452843558,19.5080818582714,2.69259809654329,630,2966.55,2002,"00-04","00-09"
"3473","Austin Powers in Goldmember",296655431,6.3e+07,"en",14.77,94,5.9,1950,818,2002-07-26,"PG-13",878,"Science Fiction",17.9586452843558,19.5080818582714,2.69259809654329,630,2966.55,2002,"00-04","00-09"
"3474","xXx",277448382,7e+07,"en",34432,124,5.9,2673,7451,2002-08-09,"PG-13",28,"Action",18.0640058000136,19.4411454630378,10.4467416435215,700,2774.48,2002,"00-04","00-09"
"3475","xXx",277448382,7e+07,"en",34432,124,5.9,2673,7451,2002-08-09,"PG-13",12,"Adventure",18.0640058000136,19.4411454630378,10.4467416435215,700,2774.48,2002,"00-04","00-09"
"3476","xXx",277448382,7e+07,"en",34432,124,5.9,2673,7451,2002-08-09,"PG-13",9648,"Mystery",18.0640058000136,19.4411454630378,10.4467416435215,700,2774.48,2002,"00-04","00-09"
"3477","xXx",277448382,7e+07,"en",34432,124,5.9,2673,7451,2002-08-09,"PG-13",53,"Thriller",18.0640058000136,19.4411454630378,10.4467416435215,700,2774.48,2002,"00-04","00-09"
"3478","Ken Park",447741,1300000,"en",9953,97,5.9,284,7090,2002-08-31,"R",18,"Drama",14.0778748224318,13.0119702192184,9.20562929224606,13,4.48,2002,"00-04","00-09"
"3479","The Pianist",120072577,3.5e+07,"en",15.1,150,8.3,4809,423,2002-09-17,"R",18,"Drama",17.3708586194537,18.6036069262568,2.71469474382088,350,1200.73,2002,"00-04","00-09"
"3480","The Pianist",120072577,3.5e+07,"en",15.1,150,8.3,4809,423,2002-09-17,"R",10752,"War",17.3708586194537,18.6036069262568,2.71469474382088,350,1200.73,2002,"00-04","00-09"
"3481","The Tuxedo",104391623,6e+07,"en",9237,98,5.6,1079,10771,2002-09-27,"PG-13",28,"Action",17.9098551201864,18.4636599907299,9.13097243659261,600,1043.92,2002,"00-04","00-09"
"3482","The Tuxedo",104391623,6e+07,"en",9237,98,5.6,1079,10771,2002-09-27,"PG-13",35,"Comedy",17.9098551201864,18.4636599907299,9.13097243659261,600,1043.92,2002,"00-04","00-09"
"3483","The Tuxedo",104391623,6e+07,"en",9237,98,5.6,1079,10771,2002-09-27,"PG-13",878,"Science Fiction",17.9098551201864,18.4636599907299,9.13097243659261,600,1043.92,2002,"00-04","00-09"
"3484","The Tuxedo",104391623,6e+07,"en",9237,98,5.6,1079,10771,2002-09-27,"PG-13",53,"Thriller",17.9098551201864,18.4636599907299,9.13097243659261,600,1043.92,2002,"00-04","00-09"
"3485","The Transporter",43928932,2.1e+07,"en",15061,92,6.6,3217,4108,2002-10-02,"PG-13",28,"Action",16.8600329956877,17.5980837042519,9.61986390021185,210,439.29,2002,"00-04","00-09"
"3486","The Transporter",43928932,2.1e+07,"en",15061,92,6.6,3217,4108,2002-10-02,"PG-13",80,"Crime",16.8600329956877,17.5980837042519,9.61986390021185,210,439.29,2002,"00-04","00-09"
"3487","The Transporter",43928932,2.1e+07,"en",15061,92,6.6,3217,4108,2002-10-02,"PG-13",53,"Thriller",16.8600329956877,17.5980837042519,9.61986390021185,210,439.29,2002,"00-04","00-09"
"3488","28 Days Later",82719885,5e+06,"en",15587,113,7.2,3750,170,2002-10-31,"R",27,"Horror",15.4249484703984,18.2309705784913,9.65419251248905,50,827.2,2002,"00-04","00-09"
"3489","28 Days Later",82719885,5e+06,"en",15587,113,7.2,3750,170,2002-10-31,"R",878,"Science Fiction",15.4249484703984,18.2309705784913,9.65419251248905,50,827.2,2002,"00-04","00-09"
"3490","28 Days Later",82719885,5e+06,"en",15587,113,7.2,3750,170,2002-10-31,"R",53,"Thriller",15.4249484703984,18.2309705784913,9.65419251248905,50,827.2,2002,"00-04","00-09"
"3491","8 Mile",242875078,4.1e+07,"en",17.13,110,7,3999,65,2002-11-08,"R",18,"Drama",17.5290826246686,19.3080577868147,2.84083131233603,410,2428.75,2002,"00-04","00-09"
"3492","8 Mile",242875078,4.1e+07,"en",17.13,110,7,3999,65,2002-11-08,"R",10402,"Music",17.5290826246686,19.3080577868147,2.84083131233603,410,2428.75,2002,"00-04","00-09"
"3493","Harry Potter and the Chamber of Secrets",876688482,1e+08,"en",34856,161,7.7,13353,672,2002-11-13,"PG",12,"Adventure",18.4206807439524,20.591662278569,10.4589805677973,1000,8766.88,2002,"00-04","00-09"
"3494","Harry Potter and the Chamber of Secrets",876688482,1e+08,"en",34856,161,7.7,13353,672,2002-11-13,"PG",14,"Fantasy",18.4206807439524,20.591662278569,10.4589805677973,1000,8766.88,2002,"00-04","00-09"
"3495","Die Another Day",431971116,1.4e+08,"en",18335,133,5.9,2081,36669,2002-11-17,"PG-13",28,"Action",18.7571529805736,19.883869282862,9.81656708050543,1400,4319.71,2002,"00-04","00-09"
"3496","Die Another Day",431971116,1.4e+08,"en",18335,133,5.9,2081,36669,2002-11-17,"PG-13",12,"Adventure",18.7571529805736,19.883869282862,9.81656708050543,1400,4319.71,2002,"00-04","00-09"
"3497","Die Another Day",431971116,1.4e+08,"en",18335,133,5.9,2081,36669,2002-11-17,"PG-13",53,"Thriller",18.7571529805736,19.883869282862,9.81656708050543,1400,4319.71,2002,"00-04","00-09"
"3498","Treasure Planet",109578115,1.4e+08,"en",16709,95,7.4,2288,9016,2002-11-26,"PG",12,"Adventure",18.7571529805736,18.5121482318824,9.72370277539414,1400,1095.78,2002,"00-04","00-09"
"3499","Treasure Planet",109578115,1.4e+08,"en",16709,95,7.4,2288,9016,2002-11-26,"PG",16,"Animation",18.7571529805736,18.5121482318824,9.72370277539414,1400,1095.78,2002,"00-04","00-09"
"3500","Treasure Planet",109578115,1.4e+08,"en",16709,95,7.4,2288,9016,2002-11-26,"PG",14,"Fantasy",18.7571529805736,18.5121482318824,9.72370277539414,1400,1095.78,2002,"00-04","00-09"
"3501","Treasure Planet",109578115,1.4e+08,"en",16709,95,7.4,2288,9016,2002-11-26,"PG",878,"Science Fiction",18.7571529805736,18.5121482318824,9.72370277539414,1400,1095.78,2002,"00-04","00-09"
"3502","Treasure Planet",109578115,1.4e+08,"en",16709,95,7.4,2288,9016,2002-11-26,"PG",10751,"Family",18.7571529805736,18.5121482318824,9.72370277539414,1400,1095.78,2002,"00-04","00-09"
"3503","Star Trek Nemesis",67312826,6e+07,"en",11342,117,6.2,793,201,2002-12-13,"PG-13",28,"Action",17.9098551201864,18.0248613559518,9.33626792857397,600,673.13,2002,"00-04","00-09"
